gene_id	gene_name	BT-549_count	BT-549_FPKM
ENSG00000259043	BRD7P1	0	0
ENSG00000259040	BLOC1S5-TXNDC5	0	0
ENSG00000259041	RP11-167B3.1	0	0
ENSG00000132549	VPS13B	1100	5.527470889
ENSG00000115138	POMC	0	0
ENSG00000051180	RAD51	249	3.398474346
ENSG00000259048	CTD-2058B24.2	0	0
ENSG00000251331	RP11-689K5.3	0	0
ENSG00000257912	RP11-248E9.5	0	0
ENSG00000257913	RP11-386G11.5	36	0.645705017
ENSG00000257910	RP11-461F16.3	1	0.164210777
ENSG00000205436	EXOC3L4	0	0
ENSG00000251332	RP11-177C12.4	0	0
ENSG00000257915	GLULP5	0	0
ENSG00000232597	AC013727.1	0	0
ENSG00000257918	RP11-482D24.3	2	0.231907515
ENSG00000251333	RTN3P1	57	7.520300125
ENSG00000225913	RP11-57C13.6	0	0
ENSG00000225912	RP13-258O15.1	33	7.099943191
ENSG00000225911	AC009310.1	0	0
ENSG00000225916	AC007879.4	0	0
ENSG00000225914	XXbac-BPG154L12.4	0	0
ENSG00000157456	CCNB2	702	14.81817568
ENSG00000166289	PLEKHF1	187	3.739456423
ENSG00000225918	RPL7P59	0	0
ENSG00000157450	RNF111	339	1.688272843
ENSG00000108984	MAP2K6	5	0.04623787
ENSG00000229022	RP11-553N16.1	0	0
ENSG00000229021	AL591893.1	0	0
ENSG00000229020	AKR7A2P1	1	0.102474704
ENSG00000229027	HSFY1P1	0	0
ENSG00000229025	AP001595.1	0	0
ENSG00000165959	CLMN	44	0.227522736
ENSG00000254223	RP11-419K12.1	0	0
ENSG00000229029	CDCA4P1	2	0.300662147
ENSG00000229028	KRT223P	0	0
ENSG00000165953	SERPINA12	0	0
ENSG00000227519	CTA-342B11.1	0	0
ENSG00000227518	XXyac-YRM2039.3	5	0.160448414
ENSG00000261030	RP11-791M20.1	0	0
ENSG00000227515	C1DP4	0	0
ENSG00000227514	RP11-709P2.1	1	0.179969969
ENSG00000227517	LINC01483	0	0
ENSG00000227516	RP5-973N23.4	0	0
ENSG00000227511	GS1-466O4.2	0	0
ENSG00000227510	LINC01442	0	0
ENSG00000227513	AC114755.3	0	0
ENSG00000227512	RP11-413M3.4	2	0.217144884
ENSG00000127990	SGCE	305	5.38709908
ENSG00000127993	RBM48	96	1.452489134
ENSG00000162078	ZG16B	0	0
ENSG00000127995	CASD1	177	2.211470988
ENSG00000162782	TDRD5	2	0.03113395
ENSG00000162076	FLYWCH2	203	6.84742737
ENSG00000182111	ZNF716	0	0
ENSG00000166750	SLFN5	827	5.886914115
ENSG00000162073	PAQR4	501	6.519196888
ENSG00000244661	TRBV12-1	0	0
ENSG00000244662	RP11-615I16.1	0	0
ENSG00000244668	SNRPCP3	3	0.591129272
ENSG00000244669	RP11-158O16.1	0	0
ENSG00000157985	AGAP1	481	2.203807686
ENSG00000231136	AP000705.6	0	0
ENSG00000254247	RP11-278I4.1	0	0
ENSG00000254246	CTB-120L21.1	0	0
ENSG00000254245	PCDHGA3	3	0.028053593
ENSG00000254244	PAICSP4	21	1.572143777
ENSG00000254242	RP11-1080G15.2	0	0
ENSG00000254241	RP11-946L20.1	0	0
ENSG00000165480	SKA3	741	14.7643134
ENSG00000252978	RN7SKP183	0	0
ENSG00000254249	RP11-959I15.4	0	0
ENSG00000254248	RP11-320N21.2	1	0.118091126
ENSG00000178235	SLITRK1	0	0
ENSG00000178234	GALNT11	441	2.954687483
ENSG00000242628	AC009228.1	0	0
ENSG00000178233	TMEM151B	13	0.217991318
ENSG00000242622	RP11-18H7.1	9	0.338227994
ENSG00000206013	IFITM5	0	0
ENSG00000206014	OR7E161P	0	0
ENSG00000282535	AC092192.1	0	0
ENSG00000254791	FAR1-IT1	0	0
ENSG00000251542	CTC-313D10.1	0	0
ENSG00000254793	FDPSP4	0	0
ENSG00000254795	OR5AP1P	0	0
ENSG00000154188	ANGPT1	18	0.134833396
ENSG00000251545	RP11-798K23.3	0	0
ENSG00000251544	MTND5P12	0	0
ENSG00000266844	RP11-862L9.3	0	0
ENSG00000254798	TFAMP2	0	0
ENSG00000266846	RP11-793A3.2	0	0
ENSG00000251548	RP11-215G15.4	10	1.515453795
ENSG00000266840	RP11-543H23.2	0	0
ENSG00000257261	RP11-96H19.1	3	0.126348241
ENSG00000257262	RP11-776A13.1	0	0
ENSG00000185917	SETD4	100	0.697239408
ENSG00000257264	MIR3179-1	0	0
ENSG00000257265	CTD-2021H9.1	0	0
ENSG00000257267	ZNF271P	246	3.252937221
ENSG00000257268	RP1-74B13.2	0	0
ENSG00000252087	RN7SKP248	0	0
ENSG00000256799	RP11-500M8.6	0	0
ENSG00000228868	MYLKP1	0	0
ENSG00000228869	COX4I1P2	0	0
ENSG00000273733	CTC-510F12.7	1	0.190966097
ENSG00000256790	RP11-429A20.3	0	0
ENSG00000228860	RP11-565H13.3	0	0
ENSG00000228861	RPL23AP12	0	0
ENSG00000228862	RP11-91I20.3	0	0
ENSG00000228863	RP11-404F10.2	0	0
ENSG00000009724	MASP2	37	0.706740295
ENSG00000281941	RP11-126O22.10	0	0
ENSG00000245534	RORA-AS1	0	0
ENSG00000245532	NEAT1	1453	5.223039013
ENSG00000186652	PRG2	0	0
ENSG00000282418	RP11-496N12.9	0	0
ENSG00000101161	PRPF6	1852	57.07264414
ENSG00000101160	CTSZ	951	29.87598355
ENSG00000121270	ABCC11	1	0.010752793
ENSG00000121274	PAPD5	227	1.580263724
ENSG00000171777	RASGRP4	0	0
ENSG00000171773	NXNL1	0	0
ENSG00000171772	SYCE1	0	0
ENSG00000231302	RPL36P2	0	0
ENSG00000231301	RPL13AP	0	0
ENSG00000175213	ZNF408	177	3.684803413
ENSG00000231307	RPS3P2	2	0.26763649
ENSG00000175215	CTDSP2	703	6.759514302
ENSG00000175216	CKAP5	5211	41.30676351
ENSG00000231304	SGOL1-AS1	1	0.012743185
ENSG00000179546	HTR1D	0	0
ENSG00000179542	SLITRK4	45	0.353390901
ENSG00000255680	RP11-732A19.9	0	0
ENSG00000255686	RP11-227B21.2	0	0
ENSG00000255689	RP11-136I14.5	0	0
ENSG00000230817	LINC01362	0	0
ENSG00000196696	PDXDC2P	60	0.751254057
ENSG00000170790	OR10A2	0	0
ENSG00000170791	CHCHD7	220	1.358168168
ENSG00000196693	ZNF33B	177	1.763164934
ENSG00000124313	IQSEC2	264	2.857043755
ENSG00000197124	ZNF682	51	0.37361139
ENSG00000197125	OR8B8	1	0.090768977
ENSG00000197122	SRC	948	7.214108003
ENSG00000183169	POM121L1P	1	0.02487778
ENSG00000256139	RP11-968O1.5	0	0
ENSG00000197121	PGAP1	96	0.323482619
ENSG00000161835	GRASP	4	0.053246255
ENSG00000256136	RP11-113C12.8	0	0
ENSG00000256134	EGLN3P1	2	0.260573861
ENSG00000197128	ZNF772	41	0.307706853
ENSG00000255538	OR10V2P	0	0
ENSG00000255539	CTA-797E19.2	1	0.255488702
ENSG00000278886	RP11-108A14.1	0	0
ENSG00000255532	CTD-2026G22.1	0	0
ENSG00000255533	RP11-326C3.4	1	0.324444131
ENSG00000199878	RN7SKP149	0	0
ENSG00000255531	NDUFS5P6	0	0
ENSG00000255536	RP11-583F24.5	0	0
ENSG00000255537	AP000708.1	1	0.027392449
ENSG00000255534	OR4A43P	0	0
ENSG00000255535	RP11-679I18.4	0	0
ENSG00000253567	RP11-181B11.2	0	0
ENSG00000253564	RP11-956J14.2	1	0.134140706
ENSG00000253563	NKX2-1-AS1	0	0
ENSG00000253562	CTD-2340D6.2	0	0
ENSG00000006125	AP2B1	4768	39.33756652
ENSG00000121898	CPXM2	0	0
ENSG00000121897	LIAS	67	1.306109578
ENSG00000121895	TMEM156	0	0
ENSG00000006128	TAC1	0	0
ENSG00000121892	PDS5A	1918	12.60387837
ENSG00000253569	VENTXP5	0	0
ENSG00000203995	ZYG11A	218	2.968464527
ENSG00000203993	ARRDC1-AS1	131	2.436768004
ENSG00000278885	CTD-2014E2.7	0	0
ENSG00000198695	MT-ND6	5737	1025.078737
ENSG00000119440	LCN1P1	1	0.185671988
ENSG00000198691	ABCA4	4	0.039832947
ENSG00000198690	FAN1	201	2.044354585
ENSG00000203999	LINC01270	15	0.466840283
ENSG00000198692	EIF1AY	1	0.017026394
ENSG00000248551	RP11-287F9.2	0	0
ENSG00000072501	SMC1A	2877	24.03210181
ENSG00000244246	ZNF736P8Y	0	0
ENSG00000176746	MAGEB6	0	0
ENSG00000178081	ULK4P3	0	0
ENSG00000176742	OR51V1	0	0
ENSG00000196936	OR2L8	0	0
ENSG00000203469	RP5-1113E3.3	3	0.602521485
ENSG00000176749	CDK5R1	97	1.607631976
ENSG00000176748	OR52Z1	0	0
ENSG00000178084	HTR3C	0	0
ENSG00000257124	RP11-384P14.1	0	0
ENSG00000028137	TNFRSF1B	7	0.160030196
ENSG00000238195	CTA-503F6.2	0	0
ENSG00000268560	CTD-2332E11.2	0	0
ENSG00000257128	RP11-2A1.1	0	0
ENSG00000239870	RP11-83M16.1	0	0
ENSG00000176290	OR4K3	0	0
ENSG00000176293	ZNF135	18	0.106611859
ENSG00000176294	OR4N2	1	0.046625735
ENSG00000278988	RP11-333B6.1	0	0
ENSG00000278989	RP11-762L8.6	0	0
ENSG00000278986	RP11-723J4.3	2	0.106236229
ENSG00000278987	LA16c-431H6.7	4	0.171964418
ENSG00000278985	RP11-303E16.9	0	0
ENSG00000278982	RP5-1031D4.3	0	0
ENSG00000278983	RP11-426J5.3	0	0
ENSG00000278980	RP11-739P6.2	0	0
ENSG00000278981	RP11-9N12.2	0	0
ENSG00000248709	CTC-505O3.2	0	0
ENSG00000248708	CTD-2316B1.2	0	0
ENSG00000244245	RP11-120B7.1	2	0.522599387
ENSG00000248703	RP11-495K9.3	0	0
ENSG00000248702	RP11-294J22.5	0	0
ENSG00000248701	CTC-493L21.2	0	0
ENSG00000178796	RIIAD1	1	0.036077089
ENSG00000248705	AC114812.10	0	0
ENSG00000178795	GDPD4	0	0
ENSG00000240578	TRBV22-1	0	0
ENSG00000240579	RP11-20L24.1	0	0
ENSG00000247708	STX18-AS1	13	0.154145296
ENSG00000240571	RP11-775D22.3	1	0.163068441
ENSG00000240573	RP11-354H21.2	0	0
ENSG00000240577	RN7SL445P	0	0
ENSG00000241627	UBQLN4P1	148	7.708656766
ENSG00000241625	RN7SL18P	0	0
ENSG00000244242	IFITM10	23	0.361270819
ENSG00000241622	RARRES2P1	2	0.390048191
ENSG00000241621	GOLGA2P6	0	0
ENSG00000254543	HSPD1P2	1	0.060376274
ENSG00000200087	SNORA73B	16	7.357379601
ENSG00000256835	GS1-410F4.5	0	0
ENSG00000279159	RP3-394A18.1	155	0.295006375
ENSG00000277182	CTB-58E17.5	0	0
ENSG00000272354	RP11-307L14.2	4	0.997942446
ENSG00000272356	RP5-1112D6.8	13	0.282605662
ENSG00000092621	PHGDH	1682	21.83230842
ENSG00000268916	CSAG3	1	0.098079868
ENSG00000226899	RP11-298J20.3	0	0
ENSG00000268912	CTD-2619J13.17	13	0.484482889
ENSG00000268279	RP11-434D12.1	7	0.442455454
ENSG00000139645	ANKRD52	2397	23.42712118
ENSG00000136383	ALPK3	5	0.042133745
ENSG00000136381	IREB2	730	5.403926549
ENSG00000132801	ZSWIM3	56	1.894399219
ENSG00000237073	RP11-168K11.2	0	0
ENSG00000254546	RP11-113D6.9	0	0
ENSG00000237070	AC005550.3	0	0
ENSG00000277459	RP11-732A21.3	14	2.081287257
ENSG00000240399	RP1-228P16.1	1	0.088290352
ENSG00000237074	RP11-6J21.2	0	0
ENSG00000141576	RNF157	25	0.218883938
ENSG00000141577	CEP131	324	5.017871993
ENSG00000141574	SECTM1	577	11.18772038
ENSG00000277450	CTB-96E2.10	2	0.61111785
ENSG00000141570	CBX8	110	1.937061177
ENSG00000240393	RP11-768G7.1	0	0
ENSG00000172538	FAM170B	0	0
ENSG00000172530	BANP	182	1.246092613
ENSG00000172531	PPP1CA	1615	25.88366541
ENSG00000172534	HCFC1	2656	17.5247502
ENSG00000254547	RP11-738O11.13	0	0
ENSG00000274196	FAM197Y4	0	0
ENSG00000274191	RP11-324E6.10	2	0.344877169
ENSG00000173662	TAS1R1	0	0
ENSG00000173660	UQCRH	1177	52.25267001
ENSG00000233792	PUDPP2	0	0
ENSG00000233791	LINC01136	0	0
ENSG00000147804	SLC39A4	247	3.305292582
ENSG00000233797	UFL1-AS1	1	0.171102835
ENSG00000259224	SLC35G6	0	0
ENSG00000270865	RPL12P48	0	0
ENSG00000270864	IGHV3OR16-6	1	0.260456538
ENSG00000270866	RP11-706J10.2	0	0
ENSG00000270861	KB-1589B1.4	1	0.402422119
ENSG00000270863	DDX55P1	0	0
ENSG00000271269	RP11-317P15.6	0	0
ENSG00000218672	AC008060.7	0	0
ENSG00000260624	RP11-24D15.1	0	0
ENSG00000224869	AC062016.1	0	0
ENSG00000219139	RP11-304C16.2	0	0
ENSG00000162913	C1orf145	5	0.106443648
ENSG00000162910	MRPL55	232	2.111072305
ENSG00000122203	KIAA1191	1550	15.109594
ENSG00000113303	BTNL8	3	0.032729735
ENSG00000113300	CNOT6	890	4.930171675
ENSG00000236671	PRKG1-AS1	7	0.225250049
ENSG00000236676	RP5-837I24.4	0	0
ENSG00000236677	AP000688.11	0	0
ENSG00000236674	RP4-792G4.3	0	0
ENSG00000236675	MTX1P1	39	4.365650084
ENSG00000073282	TP63	4	0.03014835
ENSG00000106443	PHF14	379	2.784723966
ENSG00000236678	LINC00347	0	0
ENSG00000236679	RPL23AP24	2	0.487306961
ENSG00000215317	THUMPD1P1	0	0
ENSG00000089737	DDX24	2701	16.62646026
ENSG00000201066	RN7SKP280	0	0
ENSG00000270718	RP11-421H10.2	0	0
ENSG00000160218	TRAPPC10	488	2.660706012
ENSG00000277039	Metazoa_SRP	1	0.296722638
ENSG00000271118	RP11-175E9.2	0	0
ENSG00000271119	CTD-2012J19.3	2	0.112951945
ENSG00000070882	OSBPL3	456	3.750603775
ENSG00000271113	RP11-159H10.4	0	0
ENSG00000271111	RP11-409K15.1	0	0
ENSG00000271117	RP11-377H23.1	0	0
ENSG00000271114	RP11-453D21.1	0	0
ENSG00000271115	RP11-443I9.1	0	0
ENSG00000270249	RP11-514P8.7	0	0
ENSG00000270248	CTC-471J1.10	0	0
ENSG00000224578	HNRNPA1P48	2619	105.0806191
ENSG00000224579	AC012314.19	0	0
ENSG00000270241	RP4-657M3.2	0	0
ENSG00000270240	AC015849.2	0	0
ENSG00000224574	COL18A1-AS2	0	0
ENSG00000270242	ACTR3BP1	0	0
ENSG00000270244	RP11-123J14.4	0	0
ENSG00000224570	RP11-430H12.2	0	0
ENSG00000270246	RP11-701H24.8	0	0
ENSG00000278477	RP11-282M24.1	0	0
ENSG00000203782	LOR	1	0.076231182
ENSG00000278472	RP11-74D7.3	0	0
ENSG00000278473	IGHV3-41	0	0
ENSG00000237458	TUBB4BP3	0	0
ENSG00000264112	RP11-159D12.2	241	2.007571393
ENSG00000264113	RN7SL784P	0	0
ENSG00000264116	RP11-321M21.3	0	0
ENSG00000138622	HCN4	1	0.012972379
ENSG00000163993	S100P	2	0.117847475
ENSG00000133636	NTS	0	0
ENSG00000249510	KB-1247B1.1	0	0
ENSG00000269009	SLC6A21P	0	0
ENSG00000272103	CTD-2653M23.3	0	0
ENSG00000228519	RP11-298C3.2	55	8.513729718
ENSG00000251647	RP11-576N17.4	0	0
ENSG00000145982	FARS2	175	5.819252393
ENSG00000231245	C1DP1	97	22.63481837
ENSG00000261766	RP11-22P6.2	3	0.517238113
ENSG00000265296	FEM1AP2	0	0
ENSG00000175336	APOF	0	0
ENSG00000110651	CD81	1722	12.85999176
ENSG00000270995	RP11-29B11.5	0	0
ENSG00000235323	COTL1P2	0	0
ENSG00000235325	AC009963.6	0	0
ENSG00000231240	KLF2P1	0	0
ENSG00000275743	TRBV14	0	0
ENSG00000144057	ST6GAL2	0	0
ENSG00000275741	RP11-40E6.1	0	0
ENSG00000023697	DERA	159	3.229098411
ENSG00000275747	IGHV3-79	0	0
ENSG00000265293	ARGFXP2	1	0.098803323
ENSG00000117153	KLHL12	318	5.724507987
ENSG00000117152	RGS4	37	0.29568935
ENSG00000117151	CTBS	106	0.907999135
ENSG00000228513	AC023271.1	0	0
ENSG00000117155	SSX2IP	776	6.008556365
ENSG00000117154	IGSF21	0	0
ENSG00000265298	RP13-104F24.3	11	1.156760373
ENSG00000238249	HMGN2P17	1	0.126196977
ENSG00000269737	RP11-345P4.7	30	1.979041981
ENSG00000269736	CTD-2521M24.11	0	0
ENSG00000269732	WBP1LP7	0	0
ENSG00000227199	ST7-AS1	13	0.645549726
ENSG00000171984	C20orf196	20	0.808329082
ENSG00000265646	TUFMP1	0	0
ENSG00000171987	C11orf40	0	0
ENSG00000265643	RP11-465I4.2	0	0
ENSG00000270996	RP11-342K6.4	0	0
ENSG00000171988	JMJD1C	847	4.815970785
ENSG00000171989	LDHAL6B	4	0.221633999
ENSG00000265648	RN7SL279P	0	0
ENSG00000103319	EEF2K	396	3.970419053
ENSG00000103310	ZP2	1	0.020129745
ENSG00000220446	RP3-520B18.1	0	0
ENSG00000103313	MEFV	1	0.01518943
ENSG00000103316	CRYM	13	0.207458903
ENSG00000083812	ZNF324	61	0.497535845
ENSG00000233830	EIF4HP1	343	46.83483789
ENSG00000102043	MTMR8	7	0.183408909
ENSG00000083817	ZNF416	60	2.197733462
ENSG00000233836	RP11-255H23.2	11	0.254082801
ENSG00000269881	AC004754.3	0	0
ENSG00000269883	RP11-463C8.7	0	0
ENSG00000269885	VN1R79P	0	0
ENSG00000233835	RP1-92C4.2	0	0
ENSG00000269887	RP11-477H21.2	5	0.655931068
ENSG00000269886	RP11-266J6.2	1	0.279060577
ENSG00000269889	RP11-816J6.3	0	0
ENSG00000269888	RP11-3P17.5	21	7.943129646
ENSG00000175155	YPEL2	16	0.152670678
ENSG00000273536	RP11-74M13.6	0	0
ENSG00000139351	SYCP3	5	0.084670647
ENSG00000139350	NEDD1	325	3.286655349
ENSG00000265393	CTD-2517M22.17	11	3.052752228
ENSG00000139352	ASCL1	0	0
ENSG00000139354	GAS2L3	500	3.654314454
ENSG00000265399	RP13-270P17.2	6	0.317808887
ENSG00000131165	CHMP1A	722	7.182957313
ENSG00000230918	AC008063.2	0	0
ENSG00000064607	SUGP2	1489	7.195789157
ENSG00000230916	RP11-10B2.1	1	0.134140706
ENSG00000230911	PPIHP1	0	0
ENSG00000230910	RP3-525N10.2	0	0
ENSG00000230913	NPM1P51	1	0.126027357
ENSG00000064601	CTSA	4453	38.38625089
ENSG00000143919	CAMKMT	23	0.400875015
ENSG00000102595	UGGT2	723	5.962886307
ENSG00000111218	PRMT8	1	0.01105451
ENSG00000180747	SMG1P3	56	0.591706357
ENSG00000180745	CLRN3	1	0.081392668
ENSG00000111215	PRR4	23	0.345588552
ENSG00000142065	ZFP14	54	0.632878043
ENSG00000188512	RP1-273G13.2	0	0
ENSG00000188511	C22orf34	2	0.020922625
ENSG00000188517	COL25A1	3	0.025517143
ENSG00000170677	SOCS6	359	3.595221423
ENSG00000263567	RP11-805L22.3	0	0
ENSG00000263563	UBBP4	11	0.480367902
ENSG00000281613	RP11-506B6.7	0	0
ENSG00000213958	KRT18P29	0	0
ENSG00000213959	RP5-1100H13.3	0	0
ENSG00000213956	RP11-269M20.1	0	0
ENSG00000213954	ATP5HP3	0	0
ENSG00000213950	RPS10P2	5	0.949373914
ENSG00000109610	SOD3	1	0.039579719
ENSG00000259994	RP11-305E6.4	39	1.128791969
ENSG00000110921	MVK	200	1.565262265
ENSG00000109618	SEPSECS	122	1.16469769
ENSG00000232626	RP11-175B9.2	0	0
ENSG00000232621	C4BPAP2	0	0
ENSG00000118271	TTR	0	0
ENSG00000183421	RIPK4	49	1.052548814
ENSG00000118276	B4GALT6	110	1.023784591
ENSG00000232620	TSPY17P	0	0
ENSG00000137825	ITPKA	7	0.241665032
ENSG00000149328	GLB1L2	14	0.13518191
ENSG00000232623	AP000266.7	0	0
ENSG00000141744	PNMT	0	0
ENSG00000219622	RP11-291C6.1	0	0
ENSG00000219626	FAM228B	13	0.138904594
ENSG00000219627	CYCSP17	0	0
ENSG00000213488	CTB-85P21.1	0	0
ENSG00000213489	RP13-147D17.1	0	0
ENSG00000187944	C2orf66	13	0.730643159
ENSG00000213480	RP11-364P2.2	0	0
ENSG00000137821	LRRC49	80	0.40712457
ENSG00000264930	RP11-846F4.10	0	0
ENSG00000213483	NDUFAF4P2	0	0
ENSG00000214456	PLIN5	3	0.043958371
ENSG00000264937	AC100830.5	0	0
ENSG00000213486	AC108039.1	0	0
ENSG00000214455	RCN1P2	311	31.88385001
ENSG00000188386	PPP3R2	0	0
ENSG00000105063	PPP6R1	1640	19.56782195
ENSG00000214073	RPL21P17	0	0
ENSG00000070413	DGCR2	712	5.840842904
ENSG00000254818	RP11-529A4.4	0	0
ENSG00000127515	OR7A10	0	0
ENSG00000152910	CNTNAP4	2	0.021722031
ENSG00000175482	POLD4	183	1.815606951
ENSG00000146360	GPR6	2	0.061836908
ENSG00000234500	GS1-124K5.10	1	0.131691508
ENSG00000187513	GJA4	0	0
ENSG00000242428	C3orf67-AS1	0	0
ENSG00000133477	FAM83F	3	0.016478919
ENSG00000227067	DPPA3P1	0	0
ENSG00000133475	GGT2	0	0
ENSG00000227061	AC079779.7	0	0
ENSG00000227060	LINC00629	1	0.064665072
ENSG00000164512	ANKRD55	7	0.139821953
ENSG00000234506	LINC01506	0	0
ENSG00000242423	RPL12P36	0	0
ENSG00000172273	HINFP	152	0.947976677
ENSG00000135638	EMX1	0	0
ENSG00000172270	BSG	10061	96.85801633
ENSG00000234504	RP11-285G1.2	0	0
ENSG00000118898	PPL	3	0.019351962
ENSG00000235843	RP13-16H11.5	1	0.193328564
ENSG00000249506	ZEB2P1	0	0
ENSG00000118894	EEF2KMT	130	1.778960207
ENSG00000223982	SNRPD2P2	0	0
ENSG00000186377	CYP4X1	1	0.033451428
ENSG00000186376	ZNF75D	291	2.4475559
ENSG00000223986	RP11-528A4.3	0	0
ENSG00000223987	RP11-445P17.5	0	0
ENSG00000223984	HNRNPRP1	19	1.051494379
ENSG00000223985	AC093326.1	0	0
ENSG00000215507	RBMY2DP	0	0
ENSG00000215506	TPTE2P4	1	0.058420158
ENSG00000223989	RP11-84A14.5	0	0
ENSG00000258026	RP11-543H12.1	0	0
ENSG00000259538	UBE2Q2P11	0	0
ENSG00000259539	CTD-2651B20.1	0	0
ENSG00000259536	RP11-111A22.1	0	0
ENSG00000259534	RP11-522B15.7	0	0
ENSG00000259535	RPL21P12	0	0
ENSG00000259532	RP11-138H8.2	2	0.397485551
ENSG00000115446	UNC50	180	4.056968215
ENSG00000259530	RP11-259A24.1	0	0
ENSG00000259531	RP11-295H24.3	1	0.060028395
ENSG00000242393	AC010141.4	0	0
ENSG00000242390	RPL6P9	0	0
ENSG00000242391	RP4-631H13.2	2	0.493718894
ENSG00000242396	RP11-67L3.5	6	0.978851373
ENSG00000229419	RALGAPA1P	95	1.429971728
ENSG00000242398	RN7SL800P	0	0
ENSG00000242399	RPS20P23	0	0
ENSG00000235845	RP11-272D20.2	0	0
ENSG00000279998	CH507-210P18.1	0	0
ENSG00000113845	TIMMDC1	632	9.308448958
ENSG00000279999	AL353997.3	0	0
ENSG00000108255	CRYBA1	0	0
ENSG00000108256	NUFIP2	3088	25.46357696
ENSG00000254468	RP11-304M2.6	0	0
ENSG00000218173	RP11-427E4.1	0	0
ENSG00000218175	AC016739.2	660	179.4553505
ENSG00000254466	OR4D10	0	0
ENSG00000227197	AC009518.8	0	0
ENSG00000232759	AC002480.3	0	0
ENSG00000104731	KLHDC4	362	1.646120345
ENSG00000104738	MCM4	5966	47.80047862
ENSG00000223362	CDY15P	0	0
ENSG00000223360	AC096559.2	0	0
ENSG00000223361	FTH1P10	323	20.47256881
ENSG00000260136	CTD-2270L9.4	22	1.386925389
ENSG00000260137	RP11-258F22.2	0	0
ENSG00000260134	C1QL1P1	0	0
ENSG00000260135	RP11-212I21.2	0	0
ENSG00000260132	LA16c-312E8.2	1	0.24739935
ENSG00000260133	CA5AP1	0	0
ENSG00000223368	RP11-401G5.1	0	0
ENSG00000260131	LINC00556	0	0
ENSG00000244400	RPS4XP12	0	0
ENSG00000218283	MORF4L1P1	1223	118.6401188
ENSG00000196455	PIK3R4	554	6.907055007
ENSG00000196456	ZNF775	42	0.892586492
ENSG00000125207	PIWIL1	0	0
ENSG00000196453	ZNF777	235	6.818565395
ENSG00000234807	LINC01135	0	0
ENSG00000234806	RP11-9E13.4	2	0.428340593
ENSG00000234805	AC090505.5	0	0
ENSG00000234803	FAM197Y2	0	0
ENSG00000196458	ZNF605	131	0.698693487
ENSG00000234801	MORF4	18	1.738948114
ENSG00000234800	PCMTD1P3	0	0
ENSG00000197324	LRP10	1636	15.82786611
ENSG00000104880	ARHGEF18	480	4.526690883
ENSG00000104883	PEX11G	12	0.382233983
ENSG00000224287	MSL3P1	0	0
ENSG00000197320	AC060834.2	0	0
ENSG00000104884	ERCC2	1345	14.26610118
ENSG00000197322	C17orf102	1	0.023458682
ENSG00000197323	TRIM33	600	5.070146882
ENSG00000124159	MATN4	10	0.291868668
ENSG00000104888	SLC17A7	29	0.350289579
ENSG00000197329	PELI1	197	3.62990689
ENSG00000236539	HNRNPA1P54	1	0.009652497
ENSG00000236538	ZNF863P	0	0
ENSG00000226859	RP11-48F14.2	0	0
ENSG00000169836	TACR3	0	0
ENSG00000226853	AC010894.3	0	0
ENSG00000236530	AC097711.1	1	0.058934226
ENSG00000226851	AC004112.4	0	0
ENSG00000236532	AL035610.2	2	0.038171552
ENSG00000226857	DUTP3	0	0
ENSG00000226856	AC093901.1	0	0
ENSG00000226855	RPSAP17	25	2.655857884
ENSG00000236536	AC003986.7	1	0.135497621
ENSG00000140030	GPR65	1	0.020735151
ENSG00000019144	PHLDB1	269	0.702833913
ENSG00000278283	RP5-884M20.4	0	0
ENSG00000076513	ANKRD13A	477	3.661064655
ENSG00000249360	CTD-2233C11.3	0	0
ENSG00000224719	AC009237.6	0	0
ENSG00000185055	EFCAB10	3	0.065133688
ENSG00000185056	C5orf47	0	0
ENSG00000107282	APBA1	4	0.032169612
ENSG00000185053	SGCZ	1	0.026125482
ENSG00000185052	SLC24A3	0	0
ENSG00000217835	RP6-159A1.2	5	0.516509596
ENSG00000218823	PAPOLB	1	0.022000083
ENSG00000231019	RP11-545P6.2	0	0
ENSG00000213109	RP11-55K22.2	0	0
ENSG00000213108	BTF3L4P3	14	2.759017351
ENSG00000279413	AC112497.1	41	6.018823084
ENSG00000213104	NPM1P46	6	0.650681549
ENSG00000213107	AHCYP5	0	0
ENSG00000275348	RP11-592P9.3	0	0
ENSG00000213100	KRT18P68	0	0
ENSG00000261259	RP11-19N8.2	0	0
ENSG00000106771	TMEM245	1314	9.634309232
ENSG00000106772	PRUNE2	357	1.011227644
ENSG00000242444	RP11-320N7.1	0	0
ENSG00000279412	RP11-394B2.5	3	0.09689309
ENSG00000103056	SMPD3	12	0.090927228
ENSG00000261976	RP11-506D12.5	0	0
ENSG00000151532	VTI1A	218	1.850153997
ENSG00000103051	COG4	510	4.292999992
ENSG00000275342	SGK223	38	0.524213297
ENSG00000232905	RP11-534I8.1	0	0
ENSG00000246898	LINC00920	25	1.092278767
ENSG00000179242	CDH4	5	0.05575921
ENSG00000152133	GPATCH11	246	5.392927471
ENSG00000152137	HSPB8	0	0
ENSG00000238076	MRPL48P1	0	0
ENSG00000238077	NMNAT1P3	0	0
ENSG00000102908	NFAT5	630	1.520750836
ENSG00000238075	RPSAP32	0	0
ENSG00000238072	RP11-305M3.2	101	36.72257111
ENSG00000238073	RBMY2HP	0	0
