gene_id	gene_name	SUM-159159_count	SUM159_FPKM											
ENSG00000234106	RP11-288E14.2	5	1.402208168											
ENSG00000234107	TPT1P1	2	0.377996002											
ENSG00000234104	RP5-1177M21.1	0	0											
ENSG00000234105	GS1-278J22.1	0	0											
ENSG00000234102	KRT19P4	0	0											
ENSG00000274568	RN7SL545P	0	0											
ENSG00000274569	RP11-121C6.4	1	0.245253736											
ENSG00000274560	RP11-285E23.2	0	0											
ENSG00000274561	RP11-147L13.12	8	1.75567											
ENSG00000274562	RP11-404F10.5	0	0											
ENSG00000274565	CTD-3035K23.7	11	0.933004324											
ENSG00000166569	CPLX4	0	0											
ENSG00000111348	ARHGDIB	193	4.256605739											
ENSG00000111341	MGP	553	14.64492691											
ENSG00000111344	RASAL1	0	0											
ENSG00000135447	PPP1R1A	0	0											
ENSG00000135446	CDK4	1581	20.64685723											
ENSG00000135441	BLOC1S1	205	6.502060758											
ENSG00000135443	KRT85	0	0											
ENSG00000082014	SMARCD3	357	3.267855179											
ENSG00000224666	RP1-50J22.4	4	1.033019552											
ENSG00000068366	ACSL4	5712	57.92480115											
ENSG00000224667	AC013470.8	0	0											
ENSG00000218872	RP11-249L21.2	2	0.579295648											
ENSG00000102119	EMD	507	7.728562525											
ENSG00000105464	GRIN2D	99	1.902629778											
ENSG00000105467	SYNGR4	3	0.154313279											
ENSG00000278626	RP11-467L19.16	1	0.150548062											
ENSG00000048649	RSF1	906	3.919870107											
ENSG00000232636	RP11-342C20.2	2	0.293996891											
ENSG00000271868	RP11-1293J14.1	2	0.413957567											
ENSG00000271869	RP11-51J9.5	11	2.671679875											
ENSG00000271862	RP11-343L5.2	9	0.554364418											
ENSG00000271860	RP11-436D23.1	0	0											
ENSG00000273036	FAM95C	0	0											
ENSG00000273035	RP11-449G16.1	2	0.410486225											
ENSG00000273033	RP11-67L2.2	107	1.912549722											
ENSG00000273032	DGCR9	1	0.040520182											
ENSG00000273030	RP11-285F16.1	0	0											
ENSG00000219951	RP11-378G13.2	1	0.098446922											
ENSG00000273038	RP11-479G22.8	58	2.759846218											
ENSG00000198538	ZNF28	37	0.403608089											
ENSG00000198535	C2CD4A	2	0.056836554											
ENSG00000144810	COL8A1	3711	28.88068983											
ENSG00000128011	LRFN1	13	0.376338205											
ENSG00000143847	PPFIA4	27	0.124710709											
ENSG00000147548	WHSC1L1	1192	5.783043582											
ENSG00000188089	PLA2G4E	3	0.034003957											
ENSG00000273639	RP11-597A11.11	0	0											
ENSG00000188086	PRSS45	1	0.023978496											
ENSG00000215183	MSMP	0	0											
ENSG00000132694	ARHGEF11	613	4.54961829											
ENSG00000136936	XPA	81	2.959400481											
ENSG00000136937	NCBP1	1061	16.40869112											
ENSG00000215187	FAM166B	1	0.028638057											
ENSG00000215186	GOLGA6B	0	0											
ENSG00000136932	TRMO	85	0.861712869											
ENSG00000136933	RABEPK	147	3.188202045											
ENSG00000198251	CTC-490E21.13	0	0											
ENSG00000136938	ANP32B	2311	99.34146421											
ENSG00000136939	OR1L4	2	0.209190095											
ENSG00000258034	RP11-493P1.2	1	0.195321837											
ENSG00000069011	PITX1	597	10.78521749											
ENSG00000214856	KRT16P1	1	0.019408219											
ENSG00000214857	SHFM1P1	0	0											
ENSG00000214855	APOC1P1	0	0											
ENSG00000069018	TRPC7	1	0.02446406											
ENSG00000214853	RP11-509M23.1	0	0											
ENSG00000214851	LINC00612	1	0.044218816											
ENSG00000242463	RN7SL500P	0	0											
ENSG00000108654	DDX5	9193	46.69730211											
ENSG00000267443	AC010641.1	0	0											
ENSG00000108651	UTP6	442	5.199245731											
ENSG00000215455	KRTAP10-1	0	0											
ENSG00000219375	RP11-69L16.3	1	0.250271715											
ENSG00000215457	RPS8P3	0	0											
ENSG00000215456	BCRP4	0	0											
ENSG00000116981	NT5C1A	0	0											
ENSG00000215452	ZNF663P	0	0											
ENSG00000124102	PI3	64	10.85670712											
ENSG00000267440	CTC-501O10.1	1	0.178244518											
ENSG00000225638	PABPC1P12	0	0											
ENSG00000119231	SENP5	312	3.41862434											
ENSG00000174010	KLHL15	169	2.637393145											
ENSG00000099308	MAST3	250	3.235056015											
ENSG00000047849	MAP4	5244	17.62524444											
ENSG00000166347	CYB5A	727	6.114870699											
ENSG00000214581	ZNF971P	1	0.049648016											
ENSG00000267444	SMUG1P1	0	0											
ENSG00000214584	PGGT1BP2	0	0											
ENSG00000074621	SLC24A1	174	1.018789284											
ENSG00000212864	RNF208	7	0.309752522											
ENSG00000197353	LYPD2	0	0											
ENSG00000108389	MTMR4	818	7.270778692											
ENSG00000108387	4-Sep	45	0.243294532											
ENSG00000108384	RAD51C	272	2.333742784											
ENSG00000166343	MSS51	19	0.425856609											
ENSG00000221818	EBF2	0	0											
ENSG00000221819	GAS8-AS1	0	0											
ENSG00000225630	MTND2P28	2850	267.2009758											
ENSG00000221813	OR6B1	1	0.09275473											
ENSG00000221817	PPP3CB-AS1	12	0.113680142											
ENSG00000271913	RP1-111C20.4	2	0.053250457											
ENSG00000153230	OR14K1	1	0.103551577											
ENSG00000272070	AC005618.6	0	0											
ENSG00000272071	RP11-332J15.4	4	0.723686525											
ENSG00000138750	NUP54	567	6.105380151											
ENSG00000271911	RP11-532F6.5	0	0											
ENSG00000138756	BMP2K	344	2.380058423											
ENSG00000138757	G3BP2	2085	17.0835122											
ENSG00000272076	RP11-11C20.3	0	0											
ENSG00000138755	CXCL9	0	0											
ENSG00000272078	RP4-734G22.3	0	0											
ENSG00000272079	LA16c-380H5.5	2	0.15429624											
ENSG00000138758	11-Sep	3285	24.18106113											
ENSG00000249884	RNF103-CHMP3	10	0.627858082											
ENSG00000249883	RP11-460H9.1	0	0											
ENSG00000249882	RP11-665I14.1	0	0											
ENSG00000249881	CTB-57H20.1	0	0											
ENSG00000139800	ZIC5	13	0.274283137											
ENSG00000176381	PRR18	0	0											
ENSG00000229129	ACTG1P2	0	0											
ENSG00000265478	CTD-2145A24.5	0	0											
ENSG00000271918	CTD-2287O16.5	17	1.03354244											
ENSG00000123454	DBH	7	0.209276903											
ENSG00000173542	MOB1B	554	5.390745213											
ENSG00000271919	RP11-269G24.8	0	0											
ENSG00000234958	FABP5P13	0	0											
ENSG00000122035	RASL11A	9	0.378387054											
ENSG00000214324	C3orf56	0	0											
ENSG00000264245	RP11-822E23.4	0	0											
ENSG00000214326	RPL31P1	0	0											
ENSG00000264247	LINC00909	90	1.57504173											
ENSG00000264240	RP11-19P22.6	0	0											
ENSG00000214321	CBX1P4	0	0											
ENSG00000264242	RP11-271K11.1	0	0											
ENSG00000264243	RP11-6N17.1	0	0											
ENSG00000172497	ACOT12	0	0											
ENSG00000258379	RP11-204N11.2	0	0											
ENSG00000258378	RP11-517O13.1	0	0											
ENSG00000172493	AFF1	440	2.208801479											
ENSG00000258373	SLC25A3P2	0	0											
ENSG00000233451	RP11-301N24.3	0	0											
ENSG00000112062	MAPK14	1081	9.131628388											
ENSG00000258377	RP11-649E7.5	20	0.792860288											
ENSG00000258376	RP4-647C14.2	0	0											
ENSG00000258375	RP11-617J18.1	0	0											
ENSG00000186334	SLC36A3	1	0.016991881											
ENSG00000173726	TOMM20	3190	84.87007089											
ENSG00000173727	CMB9-22P13.1	29	1.893626791											
ENSG00000239291	RP5-867C24.1	1	0.121863313											
ENSG00000204099	NEU4	0	0											
ENSG00000239293	OR9P1P	0	0											
ENSG00000083622	AC000111.6	0	0											
ENSG00000233633	AC093326.3	0	0											
ENSG00000233452	STXBP5-AS1	33	0.409023803											
ENSG00000233635	AC037445.1	0	0											
ENSG00000233634	GOT2P5	0	0											
ENSG00000173728	C1orf100	1	0.061816955											
ENSG00000119906	SLF2	506	4.848007413											
ENSG00000146776	ATXN7L1	29	0.220178914											
ENSG00000119900	OGFRL1	3654	39.17341605											
ENSG00000157219	HTR5A	0	0											
ENSG00000243916	RP11-6K23.1	0	0											
ENSG00000278892	RP11-183A22.3	0	0											
ENSG00000148450	MSRB2	175	6.762320055											
ENSG00000275418	RP11-126O1.6	0	0											
ENSG00000275417	RP11-844G16.3	0	0											
ENSG00000076662	ICAM3	30	0.320743069											
ENSG00000222543	RN7SKP220	0	0											
ENSG00000243914	RPL5P14	1	0.111453577											
ENSG00000275413	CTC-529I10.1	2	0.591546614											
ENSG00000170471	RALGAPB	1099	4.445777719											
ENSG00000275410	HNF1B	1	0.01081165											
ENSG00000180787	ZFP3	1	0.018796819											
ENSG00000271527	RP11-7G12.2	0	0											
ENSG00000179073	TAAR3	2	0.093106005											
ENSG00000271525	ARF4P1	1	0.180880297											
ENSG00000271524	BNIP3P17	0	0											
ENSG00000271523	RP4-576H24.5	3	0.642578052											
ENSG00000104408	EIF3E	3315	37.73368678											
ENSG00000117500	TMED5	786	5.091569175											
ENSG00000107175	CREB3	442	9.88866828											
ENSG00000113083	LOX	565	6.574202698											
ENSG00000117505	DR1	1027	7.807587485											
ENSG00000117507	FMO6P	0	0											
ENSG00000085563	ABCB1	10	0.099091997											
ENSG00000174013	FBXO45	409	4.336785046											
ENSG00000196946	ZNF705A	0	0											
ENSG00000213058	RP4-765C7.2	0	0											
ENSG00000196943	NOP9	634	8.86512625											
ENSG00000232320	AC009299.5	587	112.4375089											
ENSG00000213051	RPL5P5	1	0.109581456											
ENSG00000213050	TPM3P1	0	0											
ENSG00000213057	C1orf220	5	0.155207945											
ENSG00000213055	EEF1B2P7	0	0											
ENSG00000258999	RP11-114N19.3	0	0											
ENSG00000100239	PPP6R2	779	8.406663468											
ENSG00000258997	NF1P2	0	0											
ENSG00000258996	CTD-2315A10.1	0	0											
ENSG00000100234	TIMP3	1405	29.87644853											
ENSG00000258994	RP11-26L16.1	0	0											
ENSG00000258993	RP11-368P15.2	1	0.396179111											
ENSG00000258992	TSPY1	0	0											
ENSG00000227032	RP11-34E5.4	0	0											
ENSG00000258990	MPPE1P1	0	0											
ENSG00000184863	RBM33	841	3.444948532											
ENSG00000181733	OR2Z1	0	0											
ENSG00000197016	ZNF470	32	0.173054604											
ENSG00000197019	SERTAD1	88	4.074459068											
ENSG00000227033	AC105461.1	0	0											
ENSG00000156958	GALK2	324	2.141909662											
ENSG00000235777	DPYD-AS2	1	0.062567929											
ENSG00000203645	LINC00501	0	0											
ENSG00000203644	RP11-332M2.1	25	2.689046318											
ENSG00000235772	AP001625.6	1	0.170184766											
ENSG00000235770	LINC00607	13	0.191713044											
ENSG00000189127	ANKRD34B	0	0											
ENSG00000235778	AC130360.8	0	0											
ENSG00000235779	AC079779.5	0	0											
ENSG00000112936	C7	2	0.030305205											
ENSG00000280330	CH507-236L23.2	0	0											
ENSG00000163867	ZMYM6	224	1.341885997											
ENSG00000280336	CH17-140K24.3	0	0											
ENSG00000280337	DUX4L25	0	0											
ENSG00000280334	RP11-361L15.5	0	0											
ENSG00000143476	DTL	604	7.001359658											
ENSG00000182810	DDX28	115	5.189557907											
ENSG00000280338	RP11-334G8.1	0	0											
ENSG00000172940	SLC22A13	4	0.133622666											
ENSG00000182814	FUNDC2P2	0	0											
ENSG00000182816	KRTAP13-2	0	0											
ENSG00000189120	SP6	15	0.19197194											
ENSG00000272795	RP11-602N24.3	0	0											
ENSG00000140873	ADAMTS18	2	0.02035998											
ENSG00000140876	NUDT7	70	1.647423984											
ENSG00000261598	RP11-107D24.2	0	0											
ENSG00000261596	CTB-31N19.3	2	0.23647576											
ENSG00000261595	RP11-426L16.9	0	0											
ENSG00000261594	TPBGL	0	0											
ENSG00000261592	RP11-178L8.3	1	0.190752905											
ENSG00000261590	RP11-457D20.1	0	0											
ENSG00000203392	CTD-2026K11.6	21	0.932207591											
ENSG00000203395	AC015969.3	0	0											
ENSG00000203397	RP13-36G14.3	0	0											
ENSG00000203396	RP11-217O12.1	0	0											
ENSG00000269364	LINC01233	0	0											
ENSG00000269365	RP11-380M21.4	0	0											
ENSG00000143786	CNIH3	98	1.00473837											
ENSG00000211745	TRBV4-2	1	0.21506866											
ENSG00000260978	MKRN3-AS1	8	1.383443145											
ENSG00000260979	RP11-77H9.8	0	0											
ENSG00000182271	TMIGD1	0	0											
ENSG00000260972	RP1-58B11.1	0	0											
ENSG00000260973	RP11-105C19.2	0	0											
ENSG00000260970	RP11-295D22.1	0	0											
ENSG00000260971	RP11-504A18.1	8	0.579592021											
ENSG00000211749	TRBV23-1	0	0											
ENSG00000188656	TSPY7P	0	0											
ENSG00000260974	RP11-586K12.8	0	0											
ENSG00000260975	RP11-142G1.3	0	0											
ENSG00000215846	MPTX1	0	0											
ENSG00000261628	RP11-540B6.3	0	0											
ENSG00000215845	TSTD1	0	0											
ENSG00000215840	RP11-122G18.7	1	0.110697105											
ENSG00000215841	RP11-800A3.2	0	0											
ENSG00000156374	PCGF6	180	4.010566082											
ENSG00000261620	HMGN2P41	2	0.475247401											
ENSG00000261623	RP11-189E14.4	0	0											
ENSG00000261622	RP11-484P15.1	0	0											
ENSG00000261625	RP11-554A11.4	0	0											
ENSG00000261624	RP5-914M6.1	0	0											
ENSG00000261627	RP11-91I8.1	0	0											
ENSG00000266486	FAM106CP	0	0											
ENSG00000266489	RP11-178F10.3	0	0											
ENSG00000228146	CASP16P	4	0.088597966											
ENSG00000228144	RP11-745O10.4	3	0.298433099											
ENSG00000228143	RP11-308N19.5	1	0.168427264											
ENSG00000228142	RP11-180I4.2	0	0											
ENSG00000228141	AC105339.1	0	0											
ENSG00000228140	RP3-467K16.4	5	0.094509589											
ENSG00000228149	RPL3P1	2	0.161686151											
ENSG00000225122	RP11-408E1.1	0	0											
ENSG00000225123	RP11-255A11.4	0	0											
ENSG00000225121	EEF1B2P5	0	0											
ENSG00000142784	WDTC1	775	5.587575371											
ENSG00000225127	LINC00237	0	0											
ENSG00000225124	RPL23AP36	0	0											
ENSG00000225125	RANP4	1	0.14939884											
ENSG00000123240	OPTN	1122	11.90345414											
ENSG00000142789	CELA3A	0	0											
ENSG00000225128	LINC00972	0	0											
ENSG00000123243	ITIH5	0	0											
ENSG00000279396	AC130469.1	1	0.089611942											
ENSG00000226471	CTA-292E10.6	4	0.224879041											
ENSG00000226473	AC079807.1	0	0											
ENSG00000226472	RP11-551L14.4	4	0.123818599											
ENSG00000226477	LL22NC03-84E4.11	0	0											
ENSG00000226476	RP11-776H12.1	54	0.427421095											
ENSG00000226479	TMEM185B	221	10.15087123											
ENSG00000226478	UPF3AP1	11	0.956205142											
ENSG00000215039	CD27-AS1	44	0.517451395											
ENSG00000279391	RP11-236J17.7	0	0											
ENSG00000163191	S100A11	2871	413.2549065											
ENSG00000183072	NKX2-5	278	6.026722927											
ENSG00000183077	AFMID	100	1.31258545											
ENSG00000247903	RP11-421F16.3	94	3.609542098											
ENSG00000230284	RP11-402G3.4	0	0											
ENSG00000250500	RP11-119H12.3	0	0											
ENSG00000267288	RP13-890H12.2	42	1.581133088											
ENSG00000250503	RP11-401I19.1	0	0											
ENSG00000228495	LINC01013	0	0											
ENSG00000250505	AC006499.3	0	0											
ENSG00000250506	CDK3	15	0.670105614											
ENSG00000228496	AC106875.1	0	0											
ENSG00000267281	RP11-793H13.10	16	0.519422103											
ENSG00000267280	TBX2-AS1	41	1.76866011											
ENSG00000267283	AC005306.3	7	0.606884482											
ENSG00000267282	CTB-129P6.4	1	0.229709485											
ENSG00000267285	RP5-951N9.2	0	0											
ENSG00000267284	RP11-397A16.1	0	0											
ENSG00000162825	NBPF20	38	0.166708423											
ENSG00000267286	RP11-794M8.2	0	0											
ENSG00000263999	RN7SL42P	0	0											
ENSG00000230289	RP11-334J6.6	3	0.620841796											
ENSG00000114054	PCCB	356	2.441852119											
ENSG00000185894	BPY2C	0	0											
ENSG00000185897	FFAR3	0	0											
ENSG00000185896	LAMP1	2879	36.13700504											
ENSG00000185899	TAS2R60	1	0.102253125											
ENSG00000169764	UGP2	794	5.120347809											
ENSG00000263993	RN7SL786P	0	0											
ENSG00000068001	HYAL2	357	3.081408768											
ENSG00000169763	PRYP3	0	0											
ENSG00000169762	TAPT1	266	2.257915301											
ENSG00000251154	AC006153.3	0	0											
ENSG00000183389	OR56A4	0	0											
ENSG00000163449	TMEM169	5	0.045731301											
ENSG00000168418	KCNG4	1	0.013263248											
ENSG00000279245	FAM223A	0	0											
ENSG00000254303	RP11-398G24.2	0	0											
ENSG00000235175	RPL26P37	0	0											
ENSG00000163440	PDCL2	1	0.093732031											
ENSG00000168411	RFWD3	576	5.188081355											
ENSG00000163444	TMEM183A	365	7.375351826											
ENSG00000187498	COL4A1	298	3.240193964											
ENSG00000215035	FDPSP5	1	0.092579225											
ENSG00000254000	RP11-245A18.1	0	0											
ENSG00000187492	CDHR4	0	0											
ENSG00000215034	DSTNP4	0	0											
ENSG00000254003	CTB-167B5.1	0	0											
ENSG00000216998	CYP2AC1P	0	0											
ENSG00000267752	RPS10P27	0	0											
ENSG00000267751	AC009005.2	2	0.097413895											
ENSG00000267750	RUNDC3A-AS1	6	0.082790575											
ENSG00000267757	EML2-AS1	10	0.421364937											
ENSG00000225783	MIAT	4	0.018515697											
ENSG00000267755	AC004623.2	0	0											
ENSG00000225781	OR6V1	0	0											
ENSG00000267758	RP11-358B23.5	0	0											
ENSG00000254004	ZNF260	199	1.287214685											
ENSG00000118620	ZNF430	92	1.111444196											
ENSG00000115216	NRBP1	1356	18.73326379											
ENSG00000263667	RP3-416J7.4	0	0											
ENSG00000241136	PAICSP6	0	0											
ENSG00000263669	RN7SL470P	0	0											
ENSG00000056097	ZFR	1861	14.96873708											
ENSG00000259103	RP11-270M14.4	0	0											
ENSG00000259102	SMARCE1P3	1	0.07949329											
ENSG00000259100	RP11-1074O12.1	0	0											
ENSG00000259107	LINC00911	0	0											
ENSG00000259106	RP11-242P2.2	0	0											
ENSG00000259105	RPS3AP4	0	0											
ENSG00000259104	PTCSC3	0	0											
ENSG00000213875	AC005019.2	1	0.227044641											
ENSG00000237293	AC007099.2	0	0											
ENSG00000259109	RP4-687K1.2	0	0											
ENSG00000259108	LINC01595	0	0											
ENSG00000213871	TAF9BP1	2	0.262469074											
ENSG00000213873	RP11-678D18.1	1	0.188185078											
ENSG00000213872	AC092798.2	1	0.239257312											
ENSG00000227782	CTC-529I10.2	4	0.488172581											
ENSG00000227784	ZNF965P	0	0											
ENSG00000227785	AC092013.1	0	0											
ENSG00000227788	AC012363.8	0	0											
ENSG00000227789	MTCYBP7	0	0											
ENSG00000177383	MAGEF1	357	21.35890918											
ENSG00000225870	LINC00368	0	0											
ENSG00000225871	RP11-495P10.10	5	0.291465545											
ENSG00000225872	LINC01529	0	0											
ENSG00000182383	RPL27AP5	0	0											
ENSG00000050730	TNIP3	205	3.404948158											
ENSG00000225876	AC024067.1	0	0											
ENSG00000225877	AC004603.4	0	0											
ENSG00000225878	SERBP1P2	0	0											
ENSG00000182389	CACNB4	15	0.080986342											
ENSG00000269242	CTD-2192J16.22	0	0											
ENSG00000229360	PPP1R2P5	0	0											
ENSG00000229361	UBTFL7	0	0											
ENSG00000226789	AC110926.4	0	0											
ENSG00000149269	PAK1	481	3.997979924											
ENSG00000229365	RP4-639J15.2	0	0											
ENSG00000229367	HMGN2P19	0	0											
ENSG00000149262	INTS4	331	3.705625876											
ENSG00000226782	RP11-706D8.3	0	0											
ENSG00000226781	TBCAP1	58	17.36086749											
ENSG00000226780	RP11-38J22.3	0	0											
ENSG00000226786	RP1-167F1.2	0	0											
ENSG00000226785	AC073218.1	0	0											
ENSG00000226784	PGAM4	61	7.804786718											
ENSG00000227438	AP001471.1	2	0.291371918											
ENSG00000227439	TTTY17B	0	0											
ENSG00000187239	FNBP1	340	3.920731868											
ENSG00000187238	LCE3B	0	0											
ENSG00000227432	AC053503.11	1	0.18854767											
ENSG00000227433	AC069213.4	0	0											
ENSG00000227430	AC019185.2	0	0											
ENSG00000227431	CSE1L-AS1	0	0											
ENSG00000227436	FCF1P1	2	0.342910559											
ENSG00000227437	RP11-179H18.5	1	0.156070559											
ENSG00000187231	SESTD1	684	4.823476844											
ENSG00000166670	MMP10	1	0.054183965											
ENSG00000166676	TVP23A	10	0.080582098											
ENSG00000182035	ADIG	0	0											
ENSG00000126368	NR1D1	300	10.59305142											
ENSG00000282740	RP5-1182A14.7	0	0											
ENSG00000282742	RP11-539L10.5	0	0											
ENSG00000186723	OR10H1	0	0											
ENSG00000254505	CHMP4A	93	1.768920826											
ENSG00000254506	RP11-748H22.1	0	0											
ENSG00000254507	RP11-481A20.10	0	0											
ENSG00000254500	RANP3	0	0											
ENSG00000254501	AP003068.9	12	2.15908682											
ENSG00000254502	FNTAL1	0	0											
ENSG00000251751	RN7SKP46	0	0											
ENSG00000119574	ZBTB45	175	3.509312989											
ENSG00000254508	FBXO3-AS1	0	0											
ENSG00000254509	RP11-677M14.6	2	0.452198451											
ENSG00000178358	OR2D3	0	0											
ENSG00000182545	RNASE10	0	0											
ENSG00000112541	PDE10A	6	0.038823132											
ENSG00000005243	COPZ2	94	2.777157503											
ENSG00000256906	RP11-474D1.2	0	0											
ENSG00000256904	A2ML1-AS2	0	0											
ENSG00000256902	IQSEC3P1	1	0.182567613											
ENSG00000005249	PRKAR2B	8	0.17509589											
ENSG00000165097	KDM1B	128	2.488309835											
ENSG00000229530	RP11-62C3.8	0	0											
ENSG00000165092	ALDH1A1	62	1.668550476											
ENSG00000165091	TMC1	3	0.053431254											
ENSG00000231922	AL138479.3	0	0											
ENSG00000266909	SLC25A6P4	0	0											
ENSG00000266908	RP5-1022P6.7	0	0											
ENSG00000158748	HTR6	0	0											
ENSG00000153294	ADGRF4	88	2.405979461											
ENSG00000266900	RP11-173A16.2	1	0.06104569											
ENSG00000266903	CTB-171A8.1	5	0.249678903											
ENSG00000158747	NBL1	269	4.443077878											
ENSG00000153291	SLC25A27	153	2.186548718											
ENSG00000153292	ADGRF1	29	0.152807201											
ENSG00000266906	AC005357.1	0	0											
ENSG00000104368	PLAT	2725	25.50663067											
ENSG00000104369	JPH1	70	1.379431518											
ENSG00000104365	IKBKB	845	3.599467299											
ENSG00000104361	NIPAL2	199	2.726120729											
ENSG00000228968	AC096554.1	0	0											
ENSG00000001036	FUCA2	1383	43.95062292											
ENSG00000228961	AP000282.3	0	0											
ENSG00000228960	OR2A9P	11	0.184490574											
ENSG00000228963	OR7E93P	0	0											
ENSG00000228962	HCG23	0	0											
ENSG00000228965	RPSAP60	0	0											
ENSG00000228966	HOMER2P1	0	0											
ENSG00000281807	Metazoa_SRP	0	0											
ENSG00000185561	TLCD2	17	0.278680846											
ENSG00000165323	FAT3	9	0.024768313											
ENSG00000165322	ARHGAP12	890	5.245568964											
ENSG00000165325	CCDC67	0	0											
ENSG00000185567	AHNAK2	4170	9.877292621											
ENSG00000101624	CEP76	155	1.630980934											
ENSG00000170122	FOXD4	3	0.148763004											
ENSG00000121350	PYROXD1	287	2.865606353											
ENSG00000121351	IAPP	0	0											
ENSG00000170128	GPR25	1	0.090107035											
ENSG00000274374	RP5-878I13.1	0	0											
ENSG00000175575	PAAF1	245	1.941591211											
ENSG00000231449	AC097359.2	0	0											
ENSG00000171657	GPR82	1	0.025404008											
ENSG00000251488	RP11-404I7.2	0	0											
ENSG00000175573	C11orf68	448	9.317943065											
ENSG00000231440	RP11-467I20.6	0	0											
ENSG00000231441	RP11-472M19.2	0	0											
ENSG00000197753	LHFPL5	1	0.032749746											
ENSG00000231443	AC024937.6	7	0.551668744											
ENSG00000171658	RP11-443P15.2	32	0.684316207											
ENSG00000171659	GPR34	0	0											
ENSG00000197757	HOXC6	319	5.603686971											
ENSG00000120008	WDR11	879	4.828085118											
ENSG00000279862	RP11-423E7.2	0	0											
ENSG00000279863	RP11-521C22.2	12	0.740569502											
ENSG00000279860	CTC-546K23.2	0	0											
ENSG00000279861	RP11-43N16.4	26	1.352225499											
ENSG00000179407	DNAJB8	0	0											
ENSG00000165694	FRMD7	0	0											
ENSG00000179409	GEMIN4	209	1.593710962											
ENSG00000082258	CCNT2	343	1.778033591											
ENSG00000279869	CTD-2026A21.1	0	0											
ENSG00000251484	RP5-1065J22.4	0	0											
ENSG00000160318	CLDND2	8	0.45925444											
ENSG00000160310	PRMT2	368	2.603719995											
ENSG00000246263	UBR5-AS1	39	1.340339839											
ENSG00000183801	OLFML1	3	0.039396052											
ENSG00000257368	RP11-438E8.2	0	0											
ENSG00000183807	FAM162B	1	0.094455831											
ENSG00000183808	RBM12B	279	1.49031381											
ENSG00000257364	VENTXP3	0	0											
ENSG00000257366	MIR3180-2	0	0											
ENSG00000229905	RP11-206L10.4	0	0											
ENSG00000257360	RP11-74K11.1	0	0											
ENSG00000161958	FGF11	16	0.173601335											
ENSG00000124275	MTRR	689	5.435586258											
ENSG00000124279	FASTKD3	152	1.923429409											
ENSG00000161956	SENP3	476	6.35012143											
ENSG00000177034	MTX3	118	0.945775407											
ENSG00000161955	TNFSF13	10	0.123542944											
ENSG00000255297	OR4A41P	0	0											
ENSG00000255296	RP11-757C15.4	0	0											
ENSG00000255295	RP11-745I13.1	0	0											
ENSG00000255294	OR4A50P	0	0											
ENSG00000255293	WIZP1	0	0											
ENSG00000255292	AP002884.2	2	0.129327562											
ENSG00000255291	RP11-701I24.1	0	0											
ENSG00000255299	RP11-655C2.3	3	0.236821104											
ENSG00000255298	OR8G5	0	0											
ENSG00000253625	IGKV2-23	0	0											
ENSG00000253626	EIF5AL1	364	9.278192332											
ENSG00000253627	RP11-513H8.1	0	0											
ENSG00000253620	AC144568.4	3	2.143490289											
ENSG00000253621	RPSAP74	0	0											
ENSG00000253622	RP11-654G14.1	0	0											
ENSG00000253623	RP11-346I3.2	0	0											
ENSG00000253628	RP11-536N17.1	0	0											
ENSG00000253629	KB-1107E3.1	0	0											
ENSG00000237122	FAM90A19P	0	0											
ENSG00000230716	KRT8P7	0	0											
ENSG00000230715	RP11-274B21.4	57	13.84403829											
ENSG00000176007	FAM220BP	0	0											
ENSG00000237127	LL22NC03-84E4.8	0	0											
ENSG00000230711	CTAGE13P	1	0.04000664											
ENSG00000230710	LINC00332	0	0											
ENSG00000253997	RP11-200A13.3	0	0											
ENSG00000253994	KB-1299A7.1	0	0											
ENSG00000253995	RP11-10D7.5	0	0											
ENSG00000253992	RP11-737F9.1	0	0											
ENSG00000253993	RP11-451O18.1	0	0											
ENSG00000253991	KB-1562D12.2	0	0											
ENSG00000272791	RP11-464F9.22	4	0.418731989											
ENSG00000277541	ZNF630-AS1	0	0											
ENSG00000237842	RP11-110J1.2	8	0.511449262											
ENSG00000280078	RP11-361H10.5	4	0.099596645											
ENSG00000237840	FAM21FP	24	0.854834956											
ENSG00000159650	UROC1	1	0.023393794											
ENSG00000237846	RP11-216M21.1	6	0.831892832											
ENSG00000237847	FAM231A	0	0											
ENSG00000171388	APLN	51	1.55754151											
ENSG00000237845	RP5-940F7.2	1	0.132238163											
ENSG00000280071	CH507-9B2.3	209	4.217042653											
ENSG00000280070	RP11-907D1.3	0	0											
ENSG00000237848	RP11-739N20.3	0	0											
ENSG00000171385	KCND3	1	0.010290908											
ENSG00000280077	RP11-87H9.4	40	2.057400709											
ENSG00000280076	RP11-326A13.2	0	0											
ENSG00000135931	ARMC9	443	2.921294884											
ENSG00000135930	EIF4E2	646	5.015899332											
ENSG00000124196	GTSF1L	0	0											
ENSG00000277545	RP11-73M11.3	0	0											
ENSG00000123728	RAP2C	374	4.262586086											
ENSG00000249950	CTC-394G3.1	0	0											
ENSG00000277544	RP11-746P2.6	0	0											
ENSG00000243929	RP11-61F5.1	0	0											
ENSG00000180066	C10orf91	5	0.147980239											
ENSG00000243920	RPS26P24	0	0											
ENSG00000243926	TIPARP-AS1	1	0.056564301											
ENSG00000243927	MRPS6	577	9.695577051											
ENSG00000243925	RPS24P18	0	0											
ENSG00000248049	UBA6-AS1	134	1.375270668											
ENSG00000133069	TMCC2	67	0.856132921											
