gene_id	gene_name	BT-474_count	BT-474_FPKM											
ENSG00000233159	AC007390.4	0	0											
ENSG00000233154	RP4-655J12.4	4	0.165854226											
ENSG00000233155	HMGA1P8	1	0.295043726											
ENSG00000236300	MTND4LP12	0	0											
ENSG00000233157	RP3-388M5.8	0	0											
ENSG00000173065	FAM222B	261	1.376391379											
ENSG00000173064	HECTD4	1599	5.418441295											
ENSG00000236304	AP001189.4	1	0.066415874											
ENSG00000236305	RP11-126L15.4	1	0.256664054											
ENSG00000170647	TMEM133	4	0.19387875											
ENSG00000273840	AL078471.5	5	0.141892756											
ENSG00000224231	AC069394.1	0	0											
ENSG00000278817	AC007325.4	9	0.702390299											
ENSG00000278810	RP11-122L4.2	0	0											
ENSG00000138092	CENPO	557	4.827732283											
ENSG00000138095	LRPPRC	4504	34.79448983											
ENSG00000264659	CTD-2006K23.2	0	0											
ENSG00000267855	NDUFA7	130	5.450153369											
ENSG00000267857	RP5-1023B21.1	1	0.155771441											
ENSG00000054148	PHPT1	682	16.89651507											
ENSG00000259869	AL022344.7	0	0											
ENSG00000267858	MZF1-AS1	41	1.124675889											
ENSG00000219863	RPL31P28	0	0											
ENSG00000224237	MINOS1P3	0	0											
ENSG00000278213	CNTNAP3P5	1	0.10665432											
ENSG00000259863	SH3RF3-AS1	1	0.059045534											
ENSG00000085224	ATRX	1350	3.830987438											
ENSG00000224886	RP11-119F19.4	2	0.386372651											
ENSG00000224887	RP11-276H19.4	0	0											
ENSG00000229876	CASC20	0	0											
ENSG00000224885	TSSC1-IT1	3	0.395587236											
ENSG00000229870	RP11-507K13.6	1	0.202803075											
ENSG00000229871	RPSAP20	0	0											
ENSG00000213778	HNRNPA1P32	0	0											
ENSG00000224238	WARS2-IT1	0	0											
ENSG00000213777	CTD-2224J9.8	2	0.093910019											
ENSG00000213774	AC010904.1	0	0											
ENSG00000273368	RP11-376P6.3	0	0											
ENSG00000213772	EIF1P7	1	0.281035715											
ENSG00000213770	FAM210CP	1	0.164998321											
ENSG00000213771	KRT8P37	0	0											
ENSG00000137404	NRM	232	4.91106457											
ENSG00000259655	CTD-2054N24.1	0	0											
ENSG00000144119	C1QL2	0	0											
ENSG00000144118	RALB	536	8.12367299											
ENSG00000144115	THNSL2	274	2.622939254											
ENSG00000100311	PDGFB	325	7.230601937											
ENSG00000272711	RP11-259N19.1	23	1.633351558											
ENSG00000150433	TMEM218	80	0.550177289											
ENSG00000104671	DCTN6	347	9.981391624											
ENSG00000235194	PPP1R3E	247	1.626364887											
ENSG00000100316	RPL3	10531	102.7750915											
ENSG00000100319	ZMAT5	148	4.161106378											
ENSG00000104679	R3HCC1	203	3.487668844											
ENSG00000259658	RP11-89K11.1	0	0											
ENSG00000110680	CALCA	0	0											
ENSG00000235659	RP11-374M1.5	0	0											
ENSG00000261189	RP3-512B11.3	19	2.025464446											
ENSG00000238225	CRIP1P2	1	0.415390509											
ENSG00000224773	HSPA8P7	2	0.097188193											
ENSG00000238223	RP6-204F4.2	0	0											
ENSG00000238222	MKRN4P	2	0.124472452											
ENSG00000238221	RP11-69L16.4	3	0.56806327											
ENSG00000224777	OR4F2P	0	0											
ENSG00000156873	PHKG2	444	3.460223555											
ENSG00000261181	RP11-467M13.2	0	0											
ENSG00000261182	RP11-201A3.1	0	0											
ENSG00000261183	RP11-532F12.5	46	1.758018056											
ENSG00000203786	KPRP	0	0											
ENSG00000156876	SASS6	271	6.02636003											
ENSG00000156875	HIAT1	672	20.41558764											
ENSG00000203785	SPRR2E	0	0											
ENSG00000112818	MEP1A	0	0											
ENSG00000280217	RP11-638F5.2	13	0.61134855											
ENSG00000182938	OTOP3	4	0.100998986											
ENSG00000181374	CCL13	0	0											
ENSG00000280213	UCKL1-AS1	121	3.180024119											
ENSG00000105443	CYTH2	1059	4.849573038											
ENSG00000181378	CCDC108	1	0.005135229											
ENSG00000182931	WFDC10B	0	0											
ENSG00000112812	PRSS16	1	0.006357591											
ENSG00000280219	RP11-752L20.3	0	0											
ENSG00000182934	SRPR	951	13.12340694											
ENSG00000196403	OR10D1P	0	0											
ENSG00000064195	DLX3	880	24.24484435											
ENSG00000172680	MOS	0	0											
ENSG00000227245	RP11-136C24.2	0	0											
ENSG00000259946	RP11-490G2.2	0	0											
ENSG00000064199	SPA17	45	0.640394121											
ENSG00000086758	HUWE1	8986	39.67819433											
ENSG00000274093	RP11-140H17.2	1	0.219742543											
ENSG00000231856	RP11-327P2.5	23	0.732097386											
ENSG00000100722	ZC3H14	1326	4.000444365											
ENSG00000262983	AF001550.7	0	0											
ENSG00000260859	RP11-254F19.2	0	0											
ENSG00000260858	RP11-558A11.1	0	0											
ENSG00000260855	RP11-439E19.10	24	0.654368278											
ENSG00000260854	CTD-2144E22.8	0	0											
ENSG00000260857	RP11-80F22.15	0	0											
ENSG00000260851	RP11-403P17.5	1	0.083887543											
ENSG00000260850	RP11-437L7.1	0	0											
ENSG00000260853	RP11-264B17.2	20	1.695005787											
ENSG00000260852	FBXL19-AS1	112	2.683484546											
ENSG00000169660	HEXDC	249	2.503618756											
ENSG00000169662	BCRP6	0	0											
ENSG00000261728	RP11-307O13.1	2	0.084405974											
ENSG00000261729	GS1-204I12.4	0	0											
ENSG00000156299	TIAM1	472	3.585167887											
ENSG00000156298	TSPAN7	9	0.150423629											
ENSG00000169668	BCRP2	0	0											
ENSG00000261725	RP11-480G7.3	0	0											
ENSG00000261727	RP11-1166P10.6	0	0											
ENSG00000261720	RP11-161M6.5	0	0											
ENSG00000244521	RN7SL700P	0	0											
ENSG00000261722	RP11-679B19.2	0	0											
ENSG00000261723	CTD-2196E14.3	0	0											
ENSG00000168398	BDKRB2	301	2.303123552											
ENSG00000231072	GAPDHP64	0	0											
ENSG00000261038	RP1-149C7.1	0	0											
ENSG00000168393	DTYMK	444	9.92944378											
ENSG00000269533	AC003002.6	3	0.183720333											
ENSG00000168397	ATG4B	748	4.108710471											
ENSG00000269534	CTC-453G23.5	2	0.132764796											
ENSG00000168395	ING5	534	4.62668304											
ENSG00000168394	TAP1	274	4.732393046											
ENSG00000197822	OCLN	374	4.599812671											
ENSG00000228089	PNKDP1	0	0											
ENSG00000197826	C4orf22	1	0.016022507											
ENSG00000259943	RP1-39G22.7	100	6.143096592											
ENSG00000228082	RP1-121G13.2	0	0											
ENSG00000256591	RP11-286N22.8	60	0.679898123											
ENSG00000180425	C11orf71	0	0											
ENSG00000228081	RP11-385M4.2	0	0											
ENSG00000180423	HARBI1	67	1.919656705											
ENSG00000180422	LINC00304	12	0.218365166											
ENSG00000228084	RP5-884G6.2	6	0.867126408											
ENSG00000256590	TRDV3	0	0											
ENSG00000220256	AC093802.1	0	0											
ENSG00000281167	RP11-285E18.2	0	0											
ENSG00000281160	RP11-333B11.1	0	0											
ENSG00000281162	LINC01127	0	0											
ENSG00000103152	MPG	416	11.62359022											
ENSG00000151470	C4orf33	86	0.911255673											
ENSG00000123500	COL10A1	3	0.037951849											
ENSG00000123505	AMD1	1888	10.80122013											
ENSG00000151475	SLC25A31	1	0.051444343											
ENSG00000218976	RP11-528A10.1	0	0											
ENSG00000278029	CTD-2240J17.2	8	1.209729068											
ENSG00000156127	BATF	197	10.0642159											
ENSG00000153187	HNRNPU	9165	67.26148514											
ENSG00000013523	ANGEL1	657	7.316198547											
ENSG00000230107	CTA-126B4.7	1	0.165575238											
ENSG00000254224	KB-1043D8.6	0	0											
ENSG00000176009	ASCL3	4	0.598175669											
ENSG00000142515	KLK3	0	0											
ENSG00000142511	GPR32	0	0											
ENSG00000273886	Metazoa_SRP	0	0											
ENSG00000142513	ACPT	2	0.140551299											
ENSG00000142512	SIGLEC10	0	0											
ENSG00000233247	GS1-257G1.1	0	0											
ENSG00000068745	IP6K2	515	2.465361642											
ENSG00000184423	RPL23AP38	2	0.403672919											
ENSG00000230109	RP11-275N1.1	0	0											
ENSG00000168539	CHRM1	69	1.15895464											
ENSG00000168538	TRAPPC11	1073	9.88378243											
ENSG00000065717	TLE2	260	2.754660617											
ENSG00000163704	PRRT3	181	2.718022092											
ENSG00000184428	TOP1MT	413	3.791745905											
ENSG00000163701	IL17RE	930	9.233197807											
ENSG00000167880	EVPL	777	4.680549612											
ENSG00000163702	IL17RC	472	2.923063416											
ENSG00000055950	MRPL43	452	5.999526909											
ENSG00000055957	ITIH1	1	0.012496244											
ENSG00000055955	ITIH4	23	0.236761377											
ENSG00000251338	AC006499.1	0	0											
ENSG00000251339	RP11-506N2.1	0	0											
ENSG00000267076	CCDC58P3	19	4.182819601											
ENSG00000267077	RP11-127I20.5	6	0.788844163											
ENSG00000267074	RP11-1094M14.5	0	0											
ENSG00000267075	RP11-434D2.3	0	0											
ENSG00000267072	RP11-165E7.1	4	0.135909978											
ENSG00000267073	AC005256.1	0	0											
ENSG00000267070	RP11-10K17.6	0	0											
ENSG00000267078	RP11-666A8.9	33	2.155946235											
ENSG00000267079	RP11-820I16.1	0	0											
ENSG00000263766	RP11-580I16.2	2	0.115089726											
ENSG00000263765	RP11-746B8.1	0	0											
ENSG00000268442	CTD-2027I19.2	6	0.537848293											
ENSG00000263761	GDF2	0	0											
ENSG00000125534	PPDPF	3771	163.1545817											
ENSG00000251336	RP11-540E16.2	0	0											
ENSG00000259046	RP11-857B24.2	0	0											
ENSG00000232593	KANTR	19	0.537219961											
ENSG00000259044	RP11-789A21.1	0	0											
ENSG00000259045	MTCO1P2	70	9.426141377											
ENSG00000115137	DNAJC27	83	1.132327716											
ENSG00000259043	BRD7P1	0	0											
ENSG00000259040	BLOC1S5-TXNDC5	0	0											
ENSG00000259041	RP11-167B3.1	0	0											
ENSG00000132549	VPS13B	1079	5.471592849											
ENSG00000115138	POMC	0	0											
ENSG00000051180	RAD51	426	5.867501332											
ENSG00000259048	CTD-2058B24.2	0	0											
ENSG00000251331	RP11-689K5.3	0	0											
ENSG00000257912	RP11-248E9.5	0	0											
ENSG00000257913	RP11-386G11.5	4	0.072398699											
ENSG00000257910	RP11-461F16.3	0	0											
ENSG00000205436	EXOC3L4	5	0.078787323											
ENSG00000251332	RP11-177C12.4	0	0											
ENSG00000257915	GLULP5	0	0											
ENSG00000232597	AC013727.1	0	0											
ENSG00000257918	RP11-482D24.3	0	0											
ENSG00000251333	RTN3P1	156	20.77037352											
ENSG00000225913	RP11-57C13.6	0	0											
ENSG00000225912	RP13-258O15.1	10	2.171130724											
ENSG00000225911	AC009310.1	0	0											
ENSG00000225916	AC007879.4	1	0.171885728											
ENSG00000225914	XXbac-BPG154L12.4	1	0.027388385											
ENSG00000157456	CCNB2	760	16.1893456											
ENSG00000166289	PLEKHF1	79	1.594239356											
ENSG00000225918	RPL7P59	0	0											
ENSG00000157450	RNF111	402	2.020353047											
ENSG00000108984	MAP2K6	43	0.401319047											
ENSG00000229022	RP11-553N16.1	0	0											
ENSG00000229021	AL591893.1	1	0.023049169											
ENSG00000229020	AKR7A2P1	1	0.103507143											
ENSG00000229027	HSFY1P1	0	0											
ENSG00000229025	AP001595.1	0	0											
ENSG00000165959	CLMN	880	4.592099949											
ENSG00000254223	RP11-419K12.1	0	0											
ENSG00000229029	CDCA4P1	0	0											
ENSG00000229028	KRT223P	0	0											
ENSG00000165953	SERPINA12	0	0											
ENSG00000227519	CTA-342B11.1	0	0											
ENSG00000227518	XXyac-YRM2039.3	2	0.064769962											
ENSG00000261030	RP11-791M20.1	0	0											
ENSG00000227515	C1DP4	0	0											
ENSG00000227514	RP11-709P2.1	0	0											
ENSG00000227517	LINC01483	0	0											
ENSG00000227516	RP5-973N23.4	0	0											
ENSG00000227511	GS1-466O4.2	0	0											
ENSG00000227510	LINC01442	0	0											
ENSG00000227513	AC114755.3	1	0.109111793											
ENSG00000227512	RP11-413M3.4	0	0											
ENSG00000127990	SGCE	29	0.516912238											
ENSG00000127993	RBM48	200	3.053713499											
ENSG00000162078	ZG16B	164	3.511676417											
ENSG00000127995	CASD1	344	4.337349983											
ENSG00000162782	TDRD5	19	0.298475345											
ENSG00000162076	FLYWCH2	416	14.16063418											
ENSG00000182111	ZNF716	1	0.01822379											
ENSG00000166750	SLFN5	2111	15.16452199											
ENSG00000162073	PAQR4	991	13.0133332											
ENSG00000244661	TRBV12-1	0	0											
ENSG00000244662	RP11-615I16.1	0	0											
ENSG00000244668	SNRPCP3	1	0.198968563											
ENSG00000244669	RP11-158O16.1	0	0											
ENSG00000157985	AGAP1	734	3.393775647											
ENSG00000231136	AP000705.6	0	0											
ENSG00000254247	RP11-278I4.1	0	0											
ENSG00000254246	CTB-120L21.1	0	0											
ENSG00000254245	PCDHGA3	2	0.018875633											
ENSG00000254244	PAICSP4	20	1.511030698											
ENSG00000254242	RP11-1080G15.2	0	0											
ENSG00000254241	RP11-946L20.1	0	0											
ENSG00000165480	SKA3	346	6.957125376											
ENSG00000252978	RN7SKP183	0	0											
ENSG00000254249	RP11-959I15.4	0	0											
ENSG00000254248	RP11-320N21.2	0	0											
ENSG00000178235	SLITRK1	1	0.018251886											
ENSG00000178234	GALNT11	661	4.46922713											
ENSG00000242628	AC009228.1	0	0											
ENSG00000178233	TMEM151B	10	0.169219341											
ENSG00000242622	RP11-18H7.1	31	1.17573858											
ENSG00000206013	IFITM5	0	0											
ENSG00000206014	OR7E161P	0	0											
ENSG00000282535	AC092192.1	0	0											
ENSG00000254791	FAR1-IT1	1	0.257361511											
ENSG00000251542	CTC-313D10.1	0	0											
ENSG00000254793	FDPSP4	1	0.090285068											
ENSG00000254795	OR5AP1P	0	0											
ENSG00000154188	ANGPT1	0	0											
ENSG00000251545	RP11-798K23.3	1	0.082932606											
ENSG00000251544	MTND5P12	0	0											
ENSG00000266844	RP11-862L9.3	0	0											
ENSG00000254798	TFAMP2	0	0											
ENSG00000266846	RP11-793A3.2	0	0											
ENSG00000251548	RP11-215G15.4	8	1.223409364											
ENSG00000266840	RP11-543H23.2	0	0											
ENSG00000257261	RP11-96H19.1	18	0.765154407											
ENSG00000257262	RP11-776A13.1	0	0											
ENSG00000185917	SETD4	157	1.104685938											
ENSG00000257264	MIR3179-1	2	0.280063016											
ENSG00000257265	CTD-2021H9.1	0	0											
ENSG00000257267	ZNF271P	261	3.48288718											
ENSG00000257268	RP1-74B13.2	0	0											
ENSG00000252087	RN7SKP248	0	0											
ENSG00000256799	RP11-500M8.6	0	0											
ENSG00000228868	MYLKP1	13	0.778889007											
ENSG00000228869	COX4I1P2	0	0											
ENSG00000273733	CTC-510F12.7	3	0.578475835											
ENSG00000256790	RP11-429A20.3	0	0											
ENSG00000228860	RP11-565H13.3	0	0											
ENSG00000228861	RPL23AP12	0	0											
ENSG00000228862	RP11-91I20.3	0	0											
ENSG00000228863	RP11-404F10.2	0	0											
ENSG00000009724	MASP2	18	0.346975945											
ENSG00000281941	RP11-126O22.10	0	0											
ENSG00000245534	RORA-AS1	5	0.16035035											
ENSG00000245532	NEAT1	6197	22.48006585											
ENSG00000186652	PRG2	2	0.046505183											
ENSG00000282418	RP11-496N12.9	0	0											
ENSG00000101161	PRPF6	2122	65.99191619											
ENSG00000101160	CTSZ	543	17.21471478											
ENSG00000121270	ABCC11	439	4.765823542											
ENSG00000121274	PAPD5	338	2.374534759											
ENSG00000171777	RASGRP4	1	0.007778976											
ENSG00000171773	NXNL1	0	0											
ENSG00000171772	SYCE1	0	0											
ENSG00000231302	RPL36P2	0	0											
ENSG00000231301	RPL13AP	1	0.182835977											
ENSG00000175213	ZNF408	208	4.369798955											
ENSG00000231307	RPS3P2	2	0.270075034											
ENSG00000175215	CTDSP2	809	7.849948157											
ENSG00000175216	CKAP5	3703	29.62184976											
ENSG00000231304	SGOL1-AS1	1	0.012871573											
ENSG00000179546	HTR1D	2	0.066780458											
ENSG00000179542	SLITRK4	23	0.182273556											
ENSG00000255680	RP11-732A19.9	0	0											
ENSG00000255686	RP11-227B21.2	0	0											
ENSG00000255689	RP11-136I14.5	0	0											
ENSG00000230817	LINC01362	0	0											
ENSG00000196696	PDXDC2P	508	6.4188267											
ENSG00000170790	OR10A2	0	0											
ENSG00000170791	CHCHD7	162	1.009259846											
ENSG00000196693	ZNF33B	418	4.201980063											
ENSG00000124313	IQSEC2	155	1.69279211											
ENSG00000197124	ZNF682	58	0.428781439											
ENSG00000197125	OR8B8	0	0											
ENSG00000197122	SRC	125	0.959940581											
ENSG00000183169	POM121L1P	1	0.025128426											
ENSG00000256139	RP11-968O1.5	0	0											
ENSG00000197121	PGAP1	61	0.207427636											
ENSG00000161835	GRASP	6	0.080597105											
ENSG00000256136	RP11-113C12.8	0	0											
ENSG00000256134	EGLN3P1	0	0											
ENSG00000197128	ZNF772	103	0.780105887											
ENSG00000255538	OR10V2P	5	0.619573605											
ENSG00000255539	CTA-797E19.2	2	0.515865393											
ENSG00000278886	RP11-108A14.1	0	0											
ENSG00000255532	CTD-2026G22.1	0	0											
ENSG00000255533	RP11-326C3.4	0	0											
ENSG00000199878	RN7SKP149	0	0											
ENSG00000255531	NDUFS5P6	0	0											
ENSG00000255536	RP11-583F24.5	0	0											
ENSG00000255537	AP000708.1	0	0											
ENSG00000255534	OR4A43P	0	0											
ENSG00000255535	RP11-679I18.4	0	0											
ENSG00000253567	RP11-181B11.2	0	0											
ENSG00000253564	RP11-956J14.2	1	0.135492183											
ENSG00000253563	NKX2-1-AS1	0	0											
ENSG00000253562	CTD-2340D6.2	0	0											
ENSG00000006125	AP2B1	3755	31.26363664											
ENSG00000121898	CPXM2	3	0.050058448											
ENSG00000121897	LIAS	70	1.37709422											
ENSG00000121895	TMEM156	2	0.050675214											
ENSG00000006128	TAC1	0	0											
ENSG00000121892	PDS5A	2648	17.56029712											
ENSG00000253569	VENTXP5	0	0											
ENSG00000203995	ZYG11A	45	0.618362852											
ENSG00000203993	ARRDC1-AS1	113	2.12118907											
ENSG00000278885	CTD-2014E2.7	0	0											
ENSG00000198695	MT-ND6	15823	2853.116619											
ENSG00000119440	LCN1P1	0	0											
ENSG00000198691	ABCA4	102	1.025035504											
ENSG00000198690	FAN1	411	4.218515605											
ENSG00000203999	LINC01270	17	0.533938231											
ENSG00000198692	EIF1AY	0	0											
ENSG00000248551	RP11-287F9.2	0	0											
ENSG00000072501	SMC1A	3086	26.0139456											
ENSG00000244246	ZNF736P8Y	0	0											
ENSG00000176746	MAGEB6	0	0											
ENSG00000178081	ULK4P3	0	0											
ENSG00000176742	OR51V1	0	0											
ENSG00000196936	OR2L8	0	0											
ENSG00000203469	RP5-1113E3.3	2	0.405401711											
ENSG00000176749	CDK5R1	88	1.47183326											
ENSG00000176748	OR52Z1	0	0											
ENSG00000178084	HTR3C	1	0.055809685											
ENSG00000257124	RP11-384P14.1	0	0											
ENSG00000028137	TNFRSF1B	0	0											
ENSG00000238195	CTA-503F6.2	0	0											
ENSG00000268560	CTD-2332E11.2	1	0.150810567											
ENSG00000257128	RP11-2A1.1	0	0											
ENSG00000239870	RP11-83M16.1	0	0											
ENSG00000176290	OR4K3	0	0											
ENSG00000176293	ZNF135	56	0.334715477											
ENSG00000176294	OR4N2	2	0.09414351											
ENSG00000278988	RP11-333B6.1	0	0											
ENSG00000278989	RP11-762L8.6	0	0											
ENSG00000278986	RP11-723J4.3	11	0.589650075											
ENSG00000278987	LA16c-431H6.7	20	0.867700029											
ENSG00000278985	RP11-303E16.9	3	0.159927722											
ENSG00000278982	RP5-1031D4.3	0	0											
ENSG00000278983	RP11-426J5.3	0	0											
ENSG00000278980	RP11-739P6.2	0	0											
ENSG00000278981	RP11-9N12.2	0	0											
ENSG00000248709	CTC-505O3.2	0	0											
ENSG00000248708	CTD-2316B1.2	0	0											
ENSG00000244245	RP11-120B7.1	1	0.263813471											
ENSG00000248703	RP11-495K9.3	0	0											
ENSG00000248702	RP11-294J22.5	0	0											
ENSG00000248701	CTC-493L21.2	0	0											
ENSG00000178796	RIIAD1	0	0											
ENSG00000248705	AC114812.10	1	0.125111012											
ENSG00000178795	GDPD4	1	0.018081145											
ENSG00000240578	TRBV22-1	0	0											
ENSG00000240579	RP11-20L24.1	1	0.148679805											
ENSG00000247708	STX18-AS1	23	0.275219015											
ENSG00000240571	RP11-775D22.3	2	0.329256694											
ENSG00000240573	RP11-354H21.2	0	0											
ENSG00000240577	RN7SL445P	0	0											
ENSG00000241627	UBQLN4P1	151	7.936966579											
ENSG00000241625	RN7SL18P	0	0											
ENSG00000244242	IFITM10	70	1.109607734											
ENSG00000241622	RARRES2P1	2	0.393602077											
ENSG00000241621	GOLGA2P6	0	0											
ENSG00000254543	HSPD1P2	1	0.060984569											
ENSG00000200087	SNORA73B	4	1.856103913											
ENSG00000256835	GS1-410F4.5	0	0											
ENSG00000279159	RP3-394A18.1	238	0.45712549											
ENSG00000277182	CTB-58E17.5	218	9.836521717											
ENSG00000272354	RP11-307L14.2	0	0											
ENSG00000272356	RP5-1112D6.8	27	0.592351865											
ENSG00000092621	PHGDH	1909	25.00563506											
ENSG00000268916	CSAG3	0	0											
ENSG00000226899	RP11-298J20.3	0	0											
ENSG00000268912	CTD-2619J13.17	9	0.338497987											
ENSG00000268279	RP11-434D12.1	5	0.318971856											
ENSG00000139645	ANKRD52	2214	21.83669664											
ENSG00000136383	ALPK3	93	0.790929388											
ENSG00000136381	IREB2	1526	11.39985535											
ENSG00000132801	ZSWIM3	58	1.980002279											
ENSG00000237073	RP11-168K11.2	3	0.719067431											
ENSG00000254546	RP11-113D6.9	0	0											
ENSG00000237070	AC005550.3	0	0											
ENSG00000277459	RP11-732A21.3	43	6.450996974											
ENSG00000240399	RP1-228P16.1	1	0.089179883											
ENSG00000237074	RP11-6J21.2	0	0											
ENSG00000141576	RNF157	12	0.106023483											
ENSG00000141577	CEP131	136	2.125543026											
ENSG00000141574	SECTM1	337	6.594077478											
ENSG00000277450	CTB-96E2.10	0	0											
ENSG00000141570	CBX8	124	2.203581474											
ENSG00000240393	RP11-768G7.1	0	0											
ENSG00000172538	FAM170B	0	0											
ENSG00000172530	BANP	235	1.623699904											
ENSG00000172531	PPP1CA	3086	49.91228585											
ENSG00000172534	HCFC1	1369	9.115602615											
ENSG00000254547	RP11-738O11.13	0	0											
ENSG00000274196	FAM197Y4	0	0											
ENSG00000274191	RP11-324E6.10	4	0.696038967											
ENSG00000173662	TAS1R1	1	0.015620821											
ENSG00000173660	UQCRH	448	20.07097999											
ENSG00000233792	PUDPP2	0	0											
ENSG00000233791	LINC01136	125	3.689799672											
ENSG00000147804	SLC39A4	96	1.296414643											
ENSG00000233797	UFL1-AS1	0	0											
ENSG00000259224	SLC35G6	2	0.111563111											
ENSG00000270865	RPL12P48	0	0											
ENSG00000270864	IGHV3OR16-6	0	0											
ENSG00000270866	RP11-706J10.2	0	0											
ENSG00000270861	KB-1589B1.4	1	0.406476549											
ENSG00000270863	DDX55P1	0	0											
ENSG00000271269	RP11-317P15.6	0	0											
ENSG00000218672	AC008060.7	0	0											
ENSG00000260624	RP11-24D15.1	0	0											
ENSG00000224869	AC062016.1	0	0											
ENSG00000219139	RP11-304C16.2	0	0											
ENSG00000162913	C1orf145	9	0.193372545											
ENSG00000162910	MRPL55	298	2.73646454											
ENSG00000122203	KIAA1191	1343	13.21160066											
ENSG00000113303	BTNL8	0	0											
ENSG00000113300	CNOT6	1163	6.501448617											
ENSG00000236671	PRKG1-AS1	4	0.129895437											
ENSG00000236676	RP5-837I24.4	0	0											
ENSG00000236677	AP000688.11	0	0											
ENSG00000236674	RP4-792G4.3	3	0.2093085											
ENSG00000236675	MTX1P1	21	2.372237503											
ENSG00000073282	TP63	78	0.593272359											
ENSG00000106443	PHF14	723	5.360918036											
ENSG00000236678	LINC00347	0	0											
ENSG00000236679	RPL23AP24	11	2.70473255											
ENSG00000215317	THUMPD1P1	0	0											
ENSG00000089737	DDX24	2597	16.13264465											
ENSG00000201066	RN7SKP280	0	0											
ENSG00000270718	RP11-421H10.2	0	0											
ENSG00000160218	TRAPPC10	829	4.561314483											
ENSG00000277039	Metazoa_SRP	0	0											
ENSG00000271118	RP11-175E9.2	0	0											
ENSG00000271119	CTD-2012J19.3	22	1.253849526											
ENSG00000070882	OSBPL3	0	0											
ENSG00000271113	RP11-159H10.4	0	0											
ENSG00000271111	RP11-409K15.1	0	0											
ENSG00000271117	RP11-377H23.1	0	0											
ENSG00000271114	RP11-453D21.1	0	0											
ENSG00000271115	RP11-443I9.1	0	0											
ENSG00000270249	RP11-514P8.7	0	0											
ENSG00000270248	CTC-471J1.10	2	0.46289144											
ENSG00000224578	HNRNPA1P48	1518	61.46350581											
ENSG00000224579	AC012314.19	0	0											
ENSG00000270241	RP4-657M3.2	0	0											
ENSG00000270240	AC015849.2	2	0.197416683											
ENSG00000224574	COL18A1-AS2	1	0.171574341											
ENSG00000270242	ACTR3BP1	0	0											
ENSG00000270244	RP11-123J14.4	2	0.553574851											
ENSG00000224570	RP11-430H12.2	0	0											
ENSG00000270246	RP11-701H24.8	11	2.037812195											
ENSG00000278477	RP11-282M24.1	0	0											
ENSG00000203782	LOR	0	0											
ENSG00000278472	RP11-74D7.3	0	0											
ENSG00000278473	IGHV3-41	0	0											
ENSG00000237458	TUBB4BP3	0	0											
ENSG00000264112	RP11-159D12.2	761	6.397314705											
ENSG00000264113	RN7SL784P	0	0											
ENSG00000264116	RP11-321M21.3	0	0											
ENSG00000138622	HCN4	2	0.026192944											
ENSG00000163993	S100P	25	1.486605338											
ENSG00000133636	NTS	1	0.030610548											
ENSG00000249510	KB-1247B1.1	0	0											
ENSG00000269009	SLC6A21P	1	0.256664054											
ENSG00000272103	CTD-2653M23.3	2	0.392785475											
ENSG00000228519	RP11-298C3.2	67	10.46624712											
ENSG00000251647	RP11-576N17.4	0	0											
ENSG00000145982	FARS2	162	5.43626493											
ENSG00000231245	C1DP1	22	5.180706625											
ENSG00000261766	RP11-22P6.2	3	0.522116976											
ENSG00000265296	FEM1AP2	2	0.094803505											
ENSG00000175336	APOF	2	0.110392186											
ENSG00000110651	CD81	1272	9.586342024											
ENSG00000270995	RP11-29B11.5	0	0											
ENSG00000235323	COTL1P2	0	0											
ENSG00000235325	AC009963.6	0	0											
ENSG00000231240	KLF2P1	95	8.630669495											
ENSG00000275743	TRBV14	0	0											
ENSG00000144057	ST6GAL2	22	0.149604487											
ENSG00000275741	RP11-40E6.1	0	0											
ENSG00000023697	DERA	359	7.357607902											
ENSG00000275747	IGHV3-79	0	0											
ENSG00000265293	ARGFXP2	2	0.199496943											
ENSG00000117153	KLHL12	637	11.57199815											
ENSG00000117152	RGS4	1	0.008068584											
ENSG00000117151	CTBS	77	0.665624529											
ENSG00000228513	AC023271.1	0	0											
ENSG00000117155	SSX2IP	339	2.648903792											
ENSG00000117154	IGSF21	114	2.922248989											
ENSG00000265298	RP13-104F24.3	74	7.85338855											
ENSG00000238249	HMGN2P17	1	0.12746842											
ENSG00000269737	RP11-345P4.7	16	1.065173183											
ENSG00000269736	CTD-2521M24.11	0	0											
ENSG00000269732	WBP1LP7	0	0											
ENSG00000227199	ST7-AS1	29	1.453319691											
ENSG00000171984	C20orf196	30	1.223582275											
ENSG00000265646	TUFMP1	2	0.140551299											
ENSG00000171987	C11orf40	0	0											
ENSG00000265643	RP11-465I4.2	0	0											
ENSG00000270996	RP11-342K6.4	1	0.105349317											
ENSG00000171988	JMJD1C	830	4.762518441											
ENSG00000171989	LDHAL6B	2	0.111826698											
ENSG00000265648	RN7SL279P	0	0											
ENSG00000103319	EEF2K	765	7.740359779											
ENSG00000103310	ZP2	3	0.060977165											
ENSG00000220446	RP3-520B18.1	0	0											
ENSG00000103313	MEFV	4	0.061338927											
ENSG00000103316	CRYM	63	1.014613909											
ENSG00000083812	ZNF324	161	1.325196922											
ENSG00000233830	EIF4HP1	619	85.29502695											
ENSG00000102043	MTMR8	0	0											
ENSG00000083817	ZNF416	81	2.994103639											
