gene_id	gene_name	HBL-100_count	HBL-100_FPKM											
ENSG00000223350	IGLV9-49	0	0											
ENSG00000260107	AC005606.15	0	0											
ENSG00000260105	AOC4P	1	0.013557552											
ENSG00000260103	RP11-10O17.1	38	1.001573228											
ENSG00000260102	LINC01070	0	0											
ENSG00000260101	RP11-568N6.1	5	0.250530972											
ENSG00000260100	RP11-220I1.5	6	0.594660157											
ENSG00000260109	RP11-883G10.1	0	0											
ENSG00000260108	RP11-140H17.1	50	1.973237396											
ENSG00000196408	NOXO1	0	0											
ENSG00000196406	SPANXD	0	0											
ENSG00000196407	THEM5	0	0											
ENSG00000196405	EVL	148	0.901411016											
ENSG00000258090	RP11-734E19.1	0	0											
ENSG00000104859	CLASRP	505	5.80620054											
ENSG00000104852	SNRNP70	1907	16.94427605											
ENSG00000104853	CLPTM1	2004	22.05362099											
ENSG00000124181	PLCG1	1182	6.861032905											
ENSG00000104856	RELB	497	6.872946876											
ENSG00000226804	RP4-675G8.3	0	0											
ENSG00000239311	RP11-615J4.3	0	0											
ENSG00000226806	AC011893.3	0	0											
ENSG00000226807	MROH5	2	0.033180089											
ENSG00000239314	MORC1-AS1	0	0											
ENSG00000239315	RPL19P13	0	0											
ENSG00000226802	RP11-72I18.1	0	0											
ENSG00000226803	RP11-203B9.4	2	0.019675055											
ENSG00000239319	RN7SL854P	0	0											
ENSG00000226808	LINC00840	0	0											
ENSG00000181234	TMEM132C	0	0											
ENSG00000254573	AP004550.1	0	0											
ENSG00000278896	RP11-474P2.7	0	0											
ENSG00000185008	ROBO2	0	0											
ENSG00000185009	AP3M1	609	7.973977007											
ENSG00000185002	RFX6	0	0											
ENSG00000185000	DGAT1	831	11.42070802											
ENSG00000217862	HIST1H4PS1	13	4.687166359											
ENSG00000278897	AC020951.1	0	0											
ENSG00000140598	EFTUD1	238	3.339613661											
ENSG00000213157	RP11-259P15.1	0	0											
ENSG00000213155	RP11-252O18.3	0	0											
ENSG00000213152	RPL7AP60	0	0											
ENSG00000213153	RP11-259P6.3	0	0											
ENSG00000213150	RP11-346C16.2	0	0											
ENSG00000213158	GAPDHP36	0	0											
ENSG00000213159	CEND1P1	0	0											
ENSG00000053108	FSTL4	11	0.117787174											
ENSG00000244231	CSPG4P2Y	0	0											
ENSG00000152102	FAM168B	171	2.90814424											
ENSG00000238049	LL0XNC01-105G4.3	0	0											
ENSG00000152104	PTPN14	2126	10.34403821											
ENSG00000238047	MTND1P30	0	0											
ENSG00000238045	AC009133.12	94	1.797290095											
ENSG00000238043	RP11-699L21.2	0	0											
ENSG00000238042	RP11-815M8.1	0	0											
ENSG00000238041	RP11-59K5.1	6	2.213329696											
ENSG00000238040	SALL4P2	0	0											
ENSG00000102931	ARL2BP	811	20.30553481											
ENSG00000102935	ZNF423	11	0.091384658											
ENSG00000102934	PLLP	107	1.033999969											
ENSG00000109906	ZBTB16	1	0.010605092											
ENSG00000282321	MTND1P7	0	0											
ENSG00000123329	ARHGAP9	4	0.031443826											
ENSG00000278893	RP11-229O3.1	2	0.090776309											
ENSG00000227869	RP11-807H17.1	0	0											
ENSG00000227868	C1orf234	0	0											
ENSG00000251334	RP11-317G22.2	0	0											
ENSG00000227864	ARL5AP1	0	0											
ENSG00000227867	TCEB1P11	0	0											
ENSG00000203760	CENPW	238	18.36787514											
ENSG00000251330	CTD-2283N19.1	2	0.371759009											
ENSG00000178836	AC114812.5	0	0											
ENSG00000227863	AC002383.2	0	0											
ENSG00000227862	HNRNPA1P31	0	0											
ENSG00000280783	Metazoa_SRP	0	0											
ENSG00000280780	JAKMIP2-AS1	1	0.026218953											
ENSG00000247240	UBL7-AS1	41	0.991213793											
ENSG00000280789	PAGR1	561	31.49235406											
ENSG00000280788	Metazoa_SRP	0	0											
ENSG00000241168	RP11-10O22.1	0	0											
ENSG00000241169	RP4-752I6.1	0	0											
ENSG00000225595	LINC01623	4	0.089333394											
ENSG00000225594	AC098826.4	0	0											
ENSG00000253100	RP11-219J21.1	0	0											
ENSG00000281433	Metazoa_SRP	1	0.355369154											
ENSG00000225591	RP11-360D2.2	0	0											
ENSG00000281431	Metazoa_SRP	0	0											
ENSG00000185915	KLHL34	0	0											
ENSG00000241162	RN7SL617P	0	0											
ENSG00000241163	LINC00877	3	0.04059451											
ENSG00000225598	RP11-339D23.1	0	0											
ENSG00000200545	U3	0	0											
ENSG00000272155	RP11-707M3.3	0	0											
ENSG00000204650	CRHR1-IT1	198	0.879358636											
ENSG00000204653	ASPDH	25	0.682653292											
ENSG00000204652	RPS26P8	9	2.471065587											
ENSG00000204655	MOG	37	0.436648796											
ENSG00000204657	OR2H2	1	0.060349938											
ENSG00000204659	CBY3	1	0.121776182											
ENSG00000204658	CST9LP2	0	0											
ENSG00000244234	GMCL1P1	3	0.181327282											
ENSG00000163380	LMOD3	0	0											
ENSG00000163382	APOA1BP	649	18.55412846											
ENSG00000163389	POGLUT1	154	1.527425204											
ENSG00000229503	AC092155.1	0	0											
ENSG00000091039	OSBPL8	795	4.233016483											
ENSG00000268272	VN1R78P	0	0											
ENSG00000279156	RP4-646P19.1	0	0											
ENSG00000114405	C3orf14	202	3.572715771											
ENSG00000279154	RP11-345K9.2	0	0											
ENSG00000279155	LL0XNC01-36H8.1	2	0.233885105											
ENSG00000279152	AC129492.1	0	0											
ENSG00000268278	RP11-420K14.1	1	0.069929995											
ENSG00000200895	RN7SKP245	0	0											
ENSG00000279151	RP1-163M9.7	0	0											
ENSG00000251170	RP11-729M20.1	0	0											
ENSG00000277223	RP11-578B16.1	0	0											
ENSG00000247867	CTD-2530H12.1	0	0											
ENSG00000059758	CDK17	536	5.921075587											
ENSG00000231290	APCDD1L-AS1	9	0.136151175											
ENSG00000262292	RP11-160E2.11	18	1.157306308											
ENSG00000228518	SURF6P1	0	0											
ENSG00000231293	RPL36AP6	0	0											
ENSG00000228517	CT47A7	0	0											
ENSG00000228510	RP11-339B21.8	1	0.055129356											
ENSG00000228512	RP11-281A20.2	0	0											
ENSG00000262294	RP11-1260E13.2	2	0.255460067											
ENSG00000173928	SWSAP1	25	1.418410848											
ENSG00000233839	RP11-389O22.4	1	0.233156835											
ENSG00000233838	DPH3P1	0	0											
ENSG00000233833	ETF1P3	0	0											
ENSG00000122490	PQLC1	174	1.313680978											
ENSG00000262296	RP11-55L4.1	0	0											
ENSG00000233837	EIF3LP2	2	0.236783309											
ENSG00000040199	PHLPP2	463	2.103907531											
ENSG00000173926	3-Mar	45	0.641325354											
ENSG00000233834	AC005083.1	0	0											
ENSG00000226026	RP11-57H12.3	4	0.137223792											
ENSG00000226024	COX5BP7	0	0											
ENSG00000226025	LGALS17A	0	0											
ENSG00000226022	AC026167.1	0	0											
ENSG00000226023	CT47A6	0	0											
ENSG00000226020	CDK2AP2P3	0	0											
ENSG00000226028	PFN1P12	1	0.179015548											
ENSG00000226029	RP4-798A10.2	9	0.265001795											
ENSG00000183426	NPIPA1	140	1.391748838											
ENSG00000158286	RNF207	280	2.546130785											
ENSG00000183423	LRIT3	2	0.043726346											
ENSG00000173976	RAX2	0	0											
ENSG00000236958	RP11-264A11.1	0	0											
ENSG00000265942	RN7SL577P	0	0											
ENSG00000187516	HYPM	0	0											
ENSG00000260886	TAT-AS1	1	0.109500919											
ENSG00000187514	PTMA	7762	78.22891894											
ENSG00000260328	RP11-416I2.1	18	0.558907109											
ENSG00000127511	SIN3B	814	5.33566131											
ENSG00000187510	PLEKHG7	1	0.023656101											
ENSG00000236956	NF1P8	0	0											
ENSG00000271351	IGKV1OR2-9	0	0											
ENSG00000254469	RP11-849H4.2	13	0.249567829											
ENSG00000011304	PTBP1	6801	38.1065334											
ENSG00000254467	RP11-634B22.4	0	0											
ENSG00000236953	ZDHHC20-IT1	1	0.217259778											
ENSG00000254465	PRKRIRP4	0	0											
ENSG00000254464	OR4A3P	0	0											
ENSG00000254463	RP11-484D2.3	12	2.38855163											
ENSG00000254462	TMX2-CTNND1	0	0											
ENSG00000254461	RP11-755F10.3	4	0.709032024											
ENSG00000254460	RP11-939C17.4	0	0											
ENSG00000265948	RP11-296E23.2	0	0											
ENSG00000253208	RP11-1G11.2	0	0											
ENSG00000253209	IGHV3-65	0	0											
ENSG00000278289	CT45A6	0	0											
ENSG00000236951	AC007359.6	0	0											
ENSG00000251678	CTD-2296D1.1	0	0											
ENSG00000253202	IGKV3-25	0	0											
ENSG00000253203	GUSBP3	0	0											
ENSG00000253200	RP11-582J16.5	118	4.099699143											
ENSG00000125912	NCLN	2116	23.97941616											
ENSG00000253207	RP11-67H2.1	0	0											
ENSG00000125910	S1PR4	3	0.144933485											
ENSG00000253205	CTD-3046C4.1	0	0											
ENSG00000205212	CCDC144NL	0	0											
ENSG00000205213	LGR4	410	4.962360474											
ENSG00000263167	RP11-149I9.2	0	0											
ENSG00000205215	KRT17P7	0	0											
ENSG00000260583	AP000223.42	1	0.171623523											
ENSG00000130449	ZSWIM6	521	9.048955464											
ENSG00000260581	CTB-113P19.4	0	0											
ENSG00000260580	RP11-142A12.1	0	0											
ENSG00000234467	SLC25A1P2	0	0											
ENSG00000226153	RP3-389A20.5	0	0											
ENSG00000158864	NDUFS2	823	9.554365201											
ENSG00000158865	SLC5A11	4	0.061372774											
ENSG00000158863	FAM160B2	355	2.372054532											
ENSG00000280544	AC107081.1	0	0											
ENSG00000004961	HCCS	936	32.1571162											
ENSG00000158869	FCER1G	0	0											
ENSG00000277882	RP11-122G18.9	0	0											
ENSG00000277883	NLRP3P	0	0											
ENSG00000277880	TRBV17	0	0											
ENSG00000277881	XXbac-BPG13B8.11	0	0											
ENSG00000218073	RP1-13D10.2	1	0.196696096											
ENSG00000178015	GPR150	0	0											
ENSG00000237310	GS1-124K5.4	18	1.730138002											
ENSG00000155368	DBI	1164	20.26473113											
ENSG00000216813	RP11-812I20.2	0	0											
ENSG00000128335	APOL2	685	7.44481989											
ENSG00000155363	MOV10	1178	8.452270454											
ENSG00000155366	RHOC	2704	23.60008516											
ENSG00000155367	PPM1J	27	0.460905485											
ENSG00000216817	R3HDM2P2	0	0											
ENSG00000243156	MICAL3	1551	4.765816645											
ENSG00000160294	MCM3AP	1379	11.04769027											
ENSG00000170579	DLGAP1	1	0.005612959											
ENSG00000160293	VAV2	697	10.26733217											
ENSG00000243150	RP11-538P18.2	0	0											
ENSG00000170571	EMB	8	0.093109577											
ENSG00000170577	SIX2	70	3.033128816											
ENSG00000160298	C21orf58	323	2.705651558											
ENSG00000160299	PCNT	1622	11.27149914											
ENSG00000106819	ASPN	0	0											
ENSG00000269565	GPR32P1	0	0											
ENSG00000234559	AC079776.4	0	0											
ENSG00000277265	RN7SL556P	0	0											
ENSG00000277260	FAM74A7	0	0											
ENSG00000277268	RP11-445F12.1	45	1.330273877											
ENSG00000229466	RP11-56I23.1	0	0											
ENSG00000272568	CTB-113D17.1	0	0											
ENSG00000219451	AC005251.3	7	1.56272592											
ENSG00000160741	CRTC2	475	6.117167345											
ENSG00000219453	RP4-810F7.1	0	0											
ENSG00000215131	C16orf90	1	0.097744686											
ENSG00000160746	ANO10	345	3.385639596											
ENSG00000187642	PERM1	40	0.597901609											
ENSG00000262480	SAMD11P1	0	0											
ENSG00000171199	PROL1	1	0.02985456											
ENSG00000171195	MUC7	2	0.02941566											
ENSG00000262482	LA16c-321D4.2	10	1.873373828											
ENSG00000231523	SEPT14P1	0	0											
ENSG00000231521	RP11-244N9.4	0	0											
ENSG00000228030	AC019084.7	0	0											
ENSG00000279909	AC110615.1	0	0											
ENSG00000279908	RP11-325I22.3	0	0											
ENSG00000231525	AC002486.2	0	0											
ENSG00000031823	RANBP3	924	7.397547419											
ENSG00000147246	HTR2C	0	0											
ENSG00000228037	RP3-395M20.9	6	0.915738644											
ENSG00000231529	RP11-410C4.4	0	0											
ENSG00000231528	FAM225A	120	0.97784706											
ENSG00000279901	CTD-2270P14.2	4	0.230360615											
ENSG00000179761	PIPOX	3	0.054845692											
ENSG00000279903	RP11-349F21.5	0	0											
ENSG00000228035	RP4-663N10.1	0	0											
ENSG00000234556	LINC00701	0	0											
ENSG00000261197	RP11-598D12.2	0	0											
ENSG00000036448	MYOM2	1	0.009349076											
ENSG00000198301	SDAD1	409	5.85516688											
ENSG00000198300	PEG3	1	0.003855853											
ENSG00000066583	ISOC1	199	7.918882398											
ENSG00000249558	RCC2P4	0	0											
ENSG00000255468	RP11-867G23.8	26	1.613047854											
ENSG00000171223	JUNB	614	32.23289713											
ENSG00000171222	SCAND1	564	16.44390145											
ENSG00000171224	C10orf35	81	3.840726548											
ENSG00000171227	TMEM37	13	0.324816706											
ENSG00000135250	SRPK2	789	5.813077991											
ENSG00000135253	KCP	0	0											
ENSG00000280620	SCAANT1	2	0.749349531											
ENSG00000253789	NARSP2	0	0											
ENSG00000220201	ZGLP1	22	0.62706606											
ENSG00000253787	RP11-404L6.2	1	0.210560138											
ENSG00000253786	IGLV3-15	0	0											
ENSG00000253785	CTC-308K20.3	50	5.529175619											
ENSG00000253784	RP11-1145L24.1	0	0											
ENSG00000253783	CTD-2534J5.1	0	0											
ENSG00000253782	RP11-350F16.2	0	0											
ENSG00000253781	ZNF317P1	0	0											
ENSG00000253780	IGHVIII-2-1	0	0											
ENSG00000248122	APOOP4	0	0											
ENSG00000248121	SMURF2P1	19	2.33036133											
ENSG00000248120	RP11-301A5.2	0	0											
ENSG00000248127	CTC-235G5.3	0	0											
ENSG00000145087	STXBP5L	22	0.171725934											
ENSG00000248125	CTB-73N10.1	0	0											
ENSG00000248124	RRN3P1	16	0.207249599											
ENSG00000177558	FAM187B	1	0.080738431											
ENSG00000167216	KATNAL2	16	0.248120929											
ENSG00000145088	EAF2	16	0.60493591											
ENSG00000248128	RP11-777B9.4	0	0											
ENSG00000167210	LOXHD1	0	0											
ENSG00000240710	RP11-430C7.4	0	0											
ENSG00000214660	SLC29A4P2	0	0											
ENSG00000141971	MVB12A	355	4.407225541											
ENSG00000141977	CIB3	0	0											
ENSG00000249838	SUMO2P7	0	0											
ENSG00000249839	AC011330.5	11	0.324888703											
ENSG00000240718	RN7SL851P	0	0											
ENSG00000249837	CTD-2325B11.1	0	0											
ENSG00000249834	PGBD4P3	0	0											
ENSG00000249835	VCAN-AS1	0	0											
ENSG00000095585	BLNK	0	0											
ENSG00000249833	CCDC37-AS1	0	0											
ENSG00000095587	TLL2	1	0.010673772											
ENSG00000249831	RP11-4O3.2	0	0											
ENSG00000176165	FOXG1	353	6.897121397											
ENSG00000273262	RP11-18I14.11	0	0											
ENSG00000176160	HSF5	2	0.031831439											
ENSG00000146197	SCUBE3	14	0.181836448											
ENSG00000132155	RAF1	2910	22.80821256											
ENSG00000132153	DHX30	1765	14.91417866											
ENSG00000146192	FGD2	1	0.00514252											
ENSG00000264299	RP11-680F20.12	0	0											
ENSG00000264293	RN7SL657P	11	3.587081756											
ENSG00000148331	ASB6	520	7.409800105											
ENSG00000264290	RP11-68I3.4	6	1.232800841											
ENSG00000148337	CIZ1	1541	9.243064702											
ENSG00000264296	RP11-116K4.1	0	0											
ENSG00000148335	NTMT1	477	8.464775012											
ENSG00000148334	PTGES2	673	7.292832808											
ENSG00000214563	GAPDHP15	0	0											
ENSG00000275131	CH17-472G23.4	340	4.97928028											
ENSG00000275132	RN7SL663P	0	0											
ENSG00000095059	DHPS	437	4.195815655											
ENSG00000135870	RC3H1	350	2.449475915											
ENSG00000275139	RP1-101D8.1	0	0											
ENSG00000002933	TMEM176A	0	0											
ENSG00000261394	RP11-165M1.3	0	0											
ENSG00000243116	RP11-564C24.1	0	0											
ENSG00000273994	SDR42E1P1	0	0											
ENSG00000273997	RP11-361F15.5	0	0											
ENSG00000183921	SDR42E2	1	0.036347644											
ENSG00000253250	C8orf88	166	17.74082354											
ENSG00000273998	RP4-777L9.2	0	0											
ENSG00000273999	RBM17P2	0	0											
ENSG00000148484	RSU1	639	7.47732666											
ENSG00000138166	DUSP5	496	15.01574783											
ENSG00000148481	FAM188A	142	2.686570734											
ENSG00000138160	KIF11	1931	37.96191654											
ENSG00000272645	GTF2IP20	142	2.611082026											
ENSG00000138162	TACC2	115	0.357537803											
ENSG00000273261	RP11-531F16.4	5	0.683494368											
ENSG00000148488	ST8SIA6	5	0.165889779											
ENSG00000237922	RP11-478H16.1	0	0											
ENSG00000241449	RP11-545G3.1	0	0											
ENSG00000271596	RP11-407N8.4	1	0.356695159											
ENSG00000271597	RP11-85D18.1	0	0											
ENSG00000271595	TCEB1P35	0	0											
ENSG00000271590	RP11-181E10.3	8	0.515746641											
ENSG00000237924	RPL21P112	0	0											
ENSG00000173269	MMRN2	6	0.078217											
ENSG00000233318	RP11-573G6.2	0	0											
ENSG00000233319	PPIAP32	0	0											
ENSG00000233316	DSCR10	0	0											
ENSG00000173262	SLC2A14	6	0.033402423											
ENSG00000173261	PLAC8L1	3	0.303363421											
ENSG00000173267	SNCG	6	0.24539914											
ENSG00000233313	HMGA1P5	0	0											
ENSG00000173264	GPR137	205	1.859006172											
ENSG00000167780	SOAT2	1	0.0370808											
ENSG00000273267	RP11-338K13.1	0	0											
ENSG00000258928	RP11-463J10.2	0	0											
ENSG00000258926	RP11-47I22.1	0	0											
ENSG00000258927	RP11-1070N10.5	0	0											
ENSG00000258924	CTB-96E2.3	0	0											
ENSG00000258925	NPM1P5	3	0.342098369											
ENSG00000258922	CTD-2313J17.1	0	0											
ENSG00000258923	MTND5P35	0	0											
ENSG00000258920	FOXN3-AS1	36	3.193703642											
ENSG00000258921	RP11-644F5.16	0	0											
ENSG00000268738	HSFX2	2	0.139988374											
ENSG00000268739	CTC-518B2.12	0	0											
ENSG00000268734	CTB-61M7.2	0	0											
ENSG00000268736	RP11-1281K21.6	0	0											
ENSG00000268731	CTD-2561J22.1	0	0											
ENSG00000177452	RP4-597J3.1	0	0											
ENSG00000228787	NLGN4Y-AS1	0	0											
ENSG00000035499	DEPDC1B	425	8.201586912											
ENSG00000218410	AC012078.2	0	0											
ENSG00000218416	PP14571	1	0.015518556											
ENSG00000218418	RP11-296E7.1	38	0.61391663											
ENSG00000109743	BST1	0	0											
ENSG00000228780	RP1-50A13.1	0	0											
ENSG00000081721	DUSP12	288	7.722855088											
ENSG00000228783	RP11-147I11.1	0	0											
ENSG00000239607	RN7SL573P	0	0											
ENSG00000274775	RP1-274L7.4	0	0											
ENSG00000173486	FKBP2	244	8.558253234											
ENSG00000274776	RP11-687F6.5	0	0											
ENSG00000173482	PTPRM	438	2.762254514											
ENSG00000274772	Metazoa_SRP	0	0											
ENSG00000239605	C2orf61	0	0											
ENSG00000270648	CYP2C61P	0	0											
ENSG00000239602	RP11-449H3.1	0	0											
ENSG00000270647	TAF15	513	5.231493544											
ENSG00000270646	RP6-166C19.15	0	0											
ENSG00000270641	TSIX	1	0.002581746											
ENSG00000270640	RP11-373D23.2	4	1.291108989											
ENSG00000224972	RP11-403H13.1	0	0											
ENSG00000224973	LARGE-AS1	0	0											
ENSG00000235419	AC010149.4	0	0											
ENSG00000224971	SUMO2P3	23	7.630276865											
ENSG00000224976	PARP4P2	7	0.20109642											
ENSG00000239600	AP000797.2	0	0											
ENSG00000224975	INE1	0	0											
ENSG00000235413	KRT18P63	2	0.195182973											
ENSG00000235412	TTTY4B	0	0											
ENSG00000235411	AC007041.2	5	0.413647241											
ENSG00000235410	RP11-397C18.2	0	0											
ENSG00000235416	RP3-339A18.3	0	0											
ENSG00000235415	AC005808.3	0	0											
ENSG00000235414	RPSAP24	0	0											
ENSG00000062282	DGAT2	172	1.206929248											
ENSG00000175886	RPL7AP66	78	9.303852136											
ENSG00000241490	RP11-553L6.2	0	0											
ENSG00000236858	CTA-992D9.6	0	0											
ENSG00000236859	NIFK-AS1	81	1.786075235											
ENSG00000236852	RP11-3D23.1	2	0.177422591											
ENSG00000236853	OR2R1P	0	0											
ENSG00000236850	BMS1P20	171	9.199298614											
ENSG00000236856	AC105393.1	0	0											
ENSG00000236857	RAP1BP1	13	2.246110461											
ENSG00000236854	AL121656.5	0	0											
ENSG00000145506	NKD2	19	0.351675993											
ENSG00000241493	RP11-274B21.5	0	0											
ENSG00000140750	ARHGAP17	635	3.190481906											
ENSG00000170903	MSANTD4	175	2.280742409											
ENSG00000232196	MTRNR2L4	0	0											
ENSG00000232195	TOMM22P2	0	0											
ENSG00000232194	RP1-313L4.3	6	0.798401659											
ENSG00000232193	AL157359.4	0	0											
ENSG00000170906	NDUFA3	110	2.329824013											
ENSG00000174282	ZBTB4	1183	18.45057067											
ENSG00000232190	RP11-134D3.1	0	0											
ENSG00000205644	CTD-2375G15.1	0	0											
ENSG00000218698	ST13P16	0	0											
ENSG00000170909	OSCAR	6	0.099661403											
ENSG00000232199	RPL3P8	0	0											
ENSG00000232198	RP4-633H17.2	0	0											
ENSG00000250804	RP11-747H12.3	0	0											
ENSG00000250807	RP11-432M8.2	0	0											
ENSG00000250806	CTC-293G12.1	0	0											
ENSG00000250801	RP11-91H12.3	0	0											
ENSG00000250803	CTC-441N14.4	1	0.046091756											
ENSG00000250802	ZBED3-AS1	10	0.089786735											
ENSG00000250808	RP11-531A21.4	0	0											
ENSG00000020922	MRE11A	294	2.802263522											
ENSG00000073711	PPP2R3A	255	2.735638029											
ENSG00000073712	FERMT2	2027	10.77424518											
ENSG00000224356	RP11-151A6.4	1	0.024436171											
ENSG00000224357	ATG3P1	0	0											
ENSG00000224354	MTND2P5	0	0											
ENSG00000224353	ACE3P	0	0											
ENSG00000261528	AC002400.1	0	0											
ENSG00000261529	RP13-487P22.1	0	0											
ENSG00000261526	CTB-31O20.2	67	4.928002372											
ENSG00000261527	RP11-343C2.10	0	0											
ENSG00000261524	ABCB10P3	0	0											
ENSG00000169469	SPRR1B	0	0											
ENSG00000261522	RP11-407P15.1	0	0											
ENSG00000261523	RP11-82O18.2	0	0											
ENSG00000261520	DLGAP1-AS5	0	0											
ENSG00000224359	RP11-467I20.2	0	0											
ENSG00000156453	PCDH1	716	3.833740636											
ENSG00000106211	HSPB1	4348	165.1785303											
ENSG00000264734	RP11-260A9.6	0	0											
ENSG00000264735	RP11-498C9.17	0	0											
ENSG00000264736	BDP1P	0	0											
ENSG00000257614	RP11-116N8.2	0	0											
ENSG00000275691	RP11-249C24.12	0	0											
ENSG00000264739	RP11-138I1.2	0	0											
ENSG00000275695	UBE2Q2P6	0	0											
ENSG00000275696	Metazoa_SRP	0	0											
ENSG00000267278	MAP3K14-AS1	16	0.218850829											
ENSG00000267279	RP11-879F14.2	36	2.478111543											
ENSG00000075711	DLG1	2035	9.462302592											
ENSG00000267270	PARD6G-AS1	1	0.016332531											
ENSG00000267271	RP11-686D22.2	0	0											
ENSG00000267272	LINC01140	1	0.006553839											
ENSG00000267273	CTC-543D15.3	0	0											
ENSG00000267274	CTD-2006C1.12	1	0.20426133											
ENSG00000267275	CTD-2562J15.6	0	0											
ENSG00000267277	CTD-2342J14.6	0	0											
ENSG00000263968	RN7SL381P	0	0											
ENSG00000263969	RN7SL678P	0	0											
ENSG00000242641	LINC00971	0	0											
ENSG00000263961	C1orf186	0	0											
ENSG00000215895	RP11-334L9.1	5	0.24375641											
ENSG00000215893	RPL23AP17	0	0											
ENSG00000215899	RP11-439L8.2	1	0.071232714											
ENSG00000275963	RP11-180M15.6	0	0											
ENSG00000275961	RN7SL210P	0	0											
ENSG00000275966	RP11-1055B8.9	9	1.751386607											
ENSG00000143222	UFC1	419	11.01315114											
ENSG00000275964	RP11-61K9.3	48	3.850649542											
ENSG00000275969	SPATA31A3	2	0.044897587											
ENSG00000275968	DAOA-AS1_1	0	0											
ENSG00000143228	NUF2	656	10.66473363											
ENSG00000134398	ERN2	1	0.011925437											
ENSG00000225755	RP11-267N12.2	0	0											
ENSG00000220506	RP3-415N12.1	0	0											
ENSG00000220505	EIF4EBP2P3	0	0											
ENSG00000225756	DBH-AS1	128	5.717434921											
ENSG00000225751	AC087501.1	0	0											
ENSG00000225750	RP11-242O24.3	0	0											
ENSG00000225752	RP1-45I4.2	0	0											
ENSG00000225759	LINC00489	0	0											
ENSG00000225758	RPS17P17	0	0											
ENSG00000229625	RP11-44N12.2	0	0											
ENSG00000257611	RP11-185N2.1	0	0											
ENSG00000229627	BSNDP4	0	0											
ENSG00000229626	PIGCP2	0	0											
ENSG00000229621	AC018742.1	0	0											
ENSG00000229623	METTL21AP1	0	0											
ENSG00000227284	MARK2P10	0	0											
ENSG00000168564	CDKN2AIP	328	5.96806699											
ENSG00000229628	AC073115.7	0	0											
ENSG00000181617	FDCSP	0	0											
ENSG00000184224	C11orf72	2	0.053720588											
ENSG00000184227	ACOT1	2	0.068710583											
ENSG00000184226	PCDH9	5	0.01312102											
ENSG00000184221	OLIG1	5	0.140601108											
ENSG00000184220	CMSS1	231	4.130747281											
ENSG00000269959	SPACA6P-AS	46	1.109298201											
ENSG00000181610	MRPS23	629	8.678260148											
ENSG00000269957	RP11-20A20.2	0	0											
ENSG00000269956	MKNK1-AS1	6	0.234459056											
ENSG00000269955	C7orf55-LUC7L2	57	3.278717612											
ENSG00000269954	RP11-148O21.6	0	0											
ENSG00000269952	RP11-324I22.3	2	0.570400389											
ENSG00000269951	RP11-797A18.6	9	1.279658965											
ENSG00000269950	AP000962.2	0	0											
ENSG00000134640	MTNR1B	1	0.029780157											
ENSG00000134644	PUM1	978	6.621905386											
ENSG00000168734	PKIG	82	2.507859738											
ENSG00000265069	RP11-781P6.1	0	0											
ENSG00000111696	NT5DC3	236	2.172496896											
ENSG00000242729	RP11-124G5.1	1	0.172864923											
ENSG00000265060	PPY2P	0	0											
ENSG00000244462	RBM12	886	4.408944397											
ENSG00000188732	FAM221A	2	0.021571927											
ENSG00000188730	VWC2	0	0											
ENSG00000263388	CTC-297N7.10	0	0											
ENSG00000188735	TMEM120B	352	2.141168226											
ENSG00000188739	RBM34	694	12.75631829											
ENSG00000188738	FSIP2	2	0.006278846											
ENSG00000263382	RP11-552O4.1	0	0											
ENSG00000270625	RP4-555N2.4	0	0											
ENSG00000260727	SLC7A5P1	21	3.736379156											
ENSG00000260726	KLF8P1	0	0											
ENSG00000251039	IGKV2D-40	0	0											
ENSG00000251038	AC090958.5	0	0											
ENSG00000260723	RP11-165M1.2	0	0											
ENSG00000260722	VN1R67P	0	0											
ENSG00000260721	AF067845.1	0	0											
ENSG00000260720	LINC01243	0	0											
ENSG00000215271	HOMEZ	132	1.308545503											
ENSG00000215270	LA16c-60H5.7	11	1.001920834											
ENSG00000251031	CTC-367F4.1	0	0											
ENSG00000215274	GAGE10	0	0											
ENSG00000215277	RNF212B	1	0.025927394											
ENSG00000251034	RP11-582J16.4	16	0.375042454											
ENSG00000259208	RP11-621H8.1	0	0											
ENSG00000259209	RP5-991G20.2	12	0.536251068											
ENSG00000259200	RP11-718O11.1	0	0											
ENSG00000259201	RP11-56B16.5	0	0											
ENSG00000259202	RP11-342M21.2	4	0.809678519											
ENSG00000259203	RP11-209K10.2	0	0											
ENSG00000115339	GALNT3	4	0.047070854											
ENSG00000259205	PRKXP1	0	0											
ENSG00000259207	ITGB3	40	0.760554643											
ENSG00000262384	RP11-312B18.1	0	0											
ENSG00000262381	CTD-2318B16.1	0	0											
ENSG00000262380	CTB-193M12.3	0	0											
ENSG00000249877	RP11-706F1.2	0	0											
ENSG00000108528	SLC25A11	710	14.52280358											
ENSG00000263033	RP11-396B14.2	0	0											
ENSG00000091583	APOH	2	0.097144957											
ENSG00000211645	IGLV1-50	0	0											
ENSG00000108523	RNF167	1244	13.68366499											
ENSG00000225492	GBP1P1	47	1.577838827											
ENSG00000226226	PRELID3BP1	0	0											
ENSG00000226220	CICP22	5	0.362215742											
ENSG00000226221	RPL26P19	209	45.59054176											
ENSG00000226222	RP11-753E22.3	0	0											
ENSG00000226223	TSPY16P	0	0											
