"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","symbol","entrez","genename"
"ENSG00000250986",13.5364792293702,-3.7073968080648,1.45790468363462,-2.54296241015022,0.0109917053343875,0.0847441303833956,"FALSE","ENSG00000250986",NA,NA
"ENSG00000107796",418.548377049819,3.70677821174399,1.42332745492953,2.60430458142714,NA,NA,NA,"ENSG00000107796","59","actin alpha 2, smooth muscle"
"ENSG00000166086",119.957198112881,3.70319177158279,0.795073666430282,4.65767126737999,3.19806340899494e-06,8.60607063523125e-05,"TRUE","ENSG00000166086","83700","junctional adhesion molecule 3"
"ENSG00000118515",250.429770175694,3.70256677497293,0.982542003148447,3.76835469945149,0.000164327092281041,0.00274838698564068,"TRUE","ENSG00000118515","6446","serum/glucocorticoid regulated kinase 1"
"ENSG00000149231",185.42637400994,3.70249132566146,0.721898754986949,5.1288235366584,2.91558477561576e-07,9.95091454311784e-06,"TRUE","ENSG00000149231","79780","coiled-coil domain containing 82"
"ENSG00000153157",25.8041278784139,3.70179843140579,1.25878077358956,2.9407808802558,0.00327386033613012,0.0328599299248637,"TRUE","ENSG00000153157","221711","synaptonemal complex protein 2 like"
"ENSG00000178752",53.9625298538959,3.69844571337731,0.72970187190209,5.06843391224513,4.01102198657754e-07,1.32584805509075e-05,"TRUE","ENSG00000178752","151176","erythroferrone"
"ENSG00000072195",377.633565268248,3.6968583985876,0.568520017264612,6.50260023626737,7.89433839812889e-11,5.21896576304647e-09,"TRUE","ENSG00000072195","10290","striated muscle enriched protein kinase"
"ENSG00000100505",43.7910180175126,3.69551930179347,1.67832504674567,2.2019091647111,0.0276717254933,0.168500135456359,"FALSE","ENSG00000100505","114088","tripartite motif containing 9"
"ENSG00000078401",296.875936528879,-3.69365434072063,1.22612661111457,-3.0124575286422,0.00259141695351183,0.0273791425805022,"TRUE","ENSG00000078401","1906","endothelin 1"
"ENSG00000044459",208.649276145141,3.68684729712751,1.35273854408545,2.72546924403642,0.00642101583855075,0.0558806778381461,"FALSE","ENSG00000044459","54875","centlein"
"ENSG00000168079",12.3875275988031,3.68222850575231,1.63473842248053,2.25248789354626,0.0242914569252258,0.153462055939951,"FALSE","ENSG00000168079","286133","scavenger receptor class A member 5"
"ENSG00000166401",240.303623358204,3.67819315140785,0.765244254573977,4.80656095021001,1.53548685916645e-06,4.44549919640052e-05,"TRUE","ENSG00000166401","5271","serpin family B member 8"
"ENSG00000155792",227.474959767962,-3.6737816259294,0.780578485001001,-4.70648589030057,2.52023420178324e-06,6.97390022823902e-05,"TRUE","ENSG00000155792","64798","DEP domain containing MTOR interacting protein"
"ENSG00000159167",1135.53028887722,3.67273451031738,1.40684768104988,2.61061276198468,0.00903801701019427,0.0729247820672117,"FALSE","ENSG00000159167","6781","stanniocalcin 1"
"ENSG00000226686",14.7175039200854,-3.67078512775949,1.25472078033291,-2.92557928847367,0.0034381554980051,0.0340134613868295,"TRUE","ENSG00000226686","101927667","long intergenic non-protein coding RNA 1535"
"ENSG00000157064",65.8167465224538,3.67042573600001,1.16814095587684,3.1421085936028,0.00167735811994643,0.0190569672193102,"TRUE","ENSG00000157064","23057","nicotinamide nucleotide adenylyltransferase 2"
"ENSG00000106991",555.930361367358,3.66961684622177,0.936581224815632,3.91809781041056,8.92504924390887e-05,0.00163791723392041,"TRUE","ENSG00000106991","2022","endoglin"
"ENSG00000196220",177.144325471919,-3.66940537954638,1.06733189723112,-3.43792346979003,0.000586193345542711,0.00811488759963166,"TRUE","ENSG00000196220","9901","SLIT-ROBO Rho GTPase activating protein 3"
"ENSG00000006283",27.3000378048421,3.66870395557091,1.07532259893037,3.41172403446202,0.00064553430325235,0.00878428850908708,"TRUE","ENSG00000006283","8913","calcium voltage-gated channel subunit alpha1 G"
"ENSG00000282057",15.5896113234024,3.6636773715512,1.35078100461354,2.71226598466966,0.00668249472097842,0.0575153517963453,"FALSE","ENSG00000282057",NA,NA
"ENSG00000177685",257.618971152884,-3.66342302496772,0.990544872616973,-3.69839179045885,0.000216969810719482,0.00348646608765698,"TRUE","ENSG00000177685","283229","calcium release activated channel regulator 2B"
"ENSG00000109099",444.461734997735,3.66196999491292,1.33265544135371,2.74787456778258,0.00599829513223919,0.0529602739340161,"FALSE","ENSG00000109099","5376","peripheral myelin protein 22"
"ENSG00000115129",1189.37733479634,-3.65876050275924,1.41479923657682,-2.58606338494485,NA,NA,NA,"ENSG00000115129","9540","tumor protein p53 inducible protein 3"
"ENSG00000164733",9621.61908283719,3.65537167531133,1.01006962359655,3.61893040827786,NA,NA,NA,"ENSG00000164733","1508","cathepsin B"
"ENSG00000109610",152.537859660163,-3.65435912023051,1.94603968464356,-1.87784408975187,0.0604024967726865,0.284779115331462,"FALSE","ENSG00000109610","6649","superoxide dismutase 3"
"ENSG00000134533",191.517527293574,-3.6469981105598,1.28117350581461,-2.84660750008324,0.00441878070118443,0.0416854862552186,"TRUE","ENSG00000134533","85004","RAS like estrogen regulated growth inhibitor"
"ENSG00000022267",236.685036321879,3.6414839631175,2.6197238658677,1.39002587660565,0.164521019765156,0.502023798636469,"FALSE","ENSG00000022267","2273","four and a half LIM domains 1"
"ENSG00000131746",108.173317551277,-3.64130047621883,1.74431172667848,-2.08752851943076,0.0368403858288399,0.205591146174104,"FALSE","ENSG00000131746","84951","tensin 4"
"ENSG00000154229",1034.07726569478,3.64122052909458,0.449938647079821,8.09270453366637,5.83542979375503e-16,9.60671932320926e-14,"TRUE","ENSG00000154229","5578","protein kinase C alpha"
"ENSG00000272869",7.03068706420699,-3.63989732254971,1.34200249973726,-2.71228803468126,0.00668205017487645,0.0575153517963453,"FALSE","ENSG00000272869",NA,NA
"ENSG00000261572",14.4256136794341,-3.63986470393774,1.78163440657193,-2.04299192388256,0.0410532375970294,0.220879835222467,"FALSE","ENSG00000261572",NA,NA
"ENSG00000250159",18.3024624968642,3.63912355570344,1.12192914542182,3.24363046503726,0.00118016748956058,0.0143255193862825,"TRUE","ENSG00000250159",NA,NA
"ENSG00000197013",71.3048530467254,-3.6357452633589,1.10093147186187,-3.30242649636511,0.000958522058774321,0.0121109875176361,"TRUE","ENSG00000197013","353088","zinc finger protein 429"
"ENSG00000255310",11.9731926979164,3.63057891798725,1.6018140589947,2.26654204812375,0.0234182157194643,0.149520410023287,"FALSE","ENSG00000255310",NA,NA
"ENSG00000159712",4.8349031992812,-3.62924290852015,1.75290471398127,-2.07041653751804,0.0384133544992109,0.211626328330299,"FALSE","ENSG00000159712",NA,NA
"ENSG00000157833",47.4393607634222,3.62898868644113,1.04482988321353,3.4732818660198,0.000514135099963132,0.00728553299458305,"TRUE","ENSG00000157833","150946","GRB2 associated regulator of MAPK1 subtype 2"
"ENSG00000091409",2843.02789048598,3.62434373935506,0.855440325018887,4.23681656493694,2.26711202371095e-05,0.000488803350259688,"TRUE","ENSG00000091409","3655","integrin subunit alpha 6"
"ENSG00000107957",613.251407353269,3.61872344103296,0.830686670542489,4.35630372962372,1.32277194459648e-05,0.000305529387808309,"TRUE","ENSG00000107957","9644","SH3 and PX domains 2A"
"ENSG00000272720",10.69273329023,-3.61652544787654,1.46029412993877,-2.47657329693448,0.013265038478744,0.0972267682824399,"FALSE","ENSG00000272720",NA,NA
"ENSG00000164743",14.026863827367,3.61585703905179,1.87084851668163,1.93273640640095,0.0532686778958638,0.262852670945444,"FALSE","ENSG00000164743","157773","chromosome 8 open reading frame 48"
"ENSG00000111817",406.625229874375,3.61459910585387,1.16290048789497,3.10826175023528,0.00188191312220606,0.021011359805907,"TRUE","ENSG00000111817","29940","dermatan sulfate epimerase"
"ENSG00000086205",9.31305576014991,-3.61401440997725,1.23039449361313,-2.93728103363375,0.00331103901643215,0.0331340686316619,"TRUE","ENSG00000086205","2346","folate hydrolase 1"
"ENSG00000166816",76.5983568879922,-3.61398281018556,0.921704180166375,-3.92097908195795,8.81899189543572e-05,0.00162244512205211,"TRUE","ENSG00000166816","197257","lactate dehydrogenase D"
"ENSG00000142089",1758.94799613914,3.61054611173351,0.768110679273657,4.70055450231173,2.59455993980634e-06,7.15399844158095e-05,"TRUE","ENSG00000142089","10410","interferon induced transmembrane protein 3"
"ENSG00000282572",14.730290663388,-3.60944098738234,1.54246701424576,-2.34004419805846,0.0192814579237001,0.129354471216449,"FALSE","ENSG00000282572",NA,NA
"ENSG00000204659",4.54867771730274,-3.60716146078828,1.59318371080028,-2.26412147973592,0.0235666442131517,0.150239593632211,"FALSE","ENSG00000204659","646019","chibby family member 3"
"ENSG00000219392",3.97697200063216,3.60681028100404,1.82908073557733,1.97192513750116,0.0486181532040012,0.246794446372911,"FALSE","ENSG00000219392",NA,NA
"ENSG00000162981",171.669225383551,-3.60666614145543,1.64185612967719,-2.19670047592084,0.0280418448612775,0.170176602425216,"FALSE","ENSG00000162981","151354","LRAT domain containing 1"
"ENSG00000259976",19.2731047324032,3.60666255031056,1.32669368007137,2.71853450761637,0.00655718156339074,0.056786071589715,"FALSE","ENSG00000259976",NA,NA
"ENSG00000185022",232.646779970337,3.60644805783624,0.485467523247434,7.42881425663997,1.0957548696553e-13,1.19445973939802e-11,"TRUE","ENSG00000185022","23764","MAF bZIP transcription factor F"
"ENSG00000140853",401.14413087429,3.6036139478037,0.9336541495213,3.85968824714305,0.000113531770477952,0.00200254778347245,"TRUE","ENSG00000140853","84166","NLR family CARD domain containing 5"
"ENSG00000182963",213.833484926469,3.59886201429376,1.32407495006109,2.71801986294486,0.00656738954570581,0.0568451573461299,"FALSE","ENSG00000182963","10052","gap junction protein gamma 1"
"ENSG00000171435",57.9622911426632,-3.59556354900822,1.04858641421254,-3.42896255403842,0.000605893116119156,0.00834631436084731,"TRUE","ENSG00000171435","283455","kinase suppressor of ras 2"
"ENSG00000206341",104.515043921246,3.59107988231914,1.33015574978257,2.69974390811463,0.00693928688541541,0.0592096063922233,"FALSE","ENSG00000206341",NA,NA
"ENSG00000101144",2063.90435119269,-3.58823368426058,2.46834303626036,-1.45370138248567,0.146029114740011,0.473931367358769,"FALSE","ENSG00000101144","655","bone morphogenetic protein 7"
"ENSG00000165685",65.0220528686386,-3.58813387069842,1.84456319930011,-1.94524854017465,NA,NA,NA,"ENSG00000165685","120939","transmembrane protein 52B"
"ENSG00000234869",20.7543470849737,-3.58703017747689,0.953114383034909,-3.76348341953991,0.000167562841492143,0.00279096673732904,"TRUE","ENSG00000234869",NA,NA
"ENSG00000157557",1250.23657373962,3.58693295621775,0.819658425732343,4.3761313781566,1.20804218151183e-05,0.000281742282110369,"TRUE","ENSG00000157557","2114","ETS proto-oncogene 2, transcription factor"
"ENSG00000213654",74.7171765359935,3.58523086182198,1.29381009999943,2.77106420936393,0.00558734076799922,0.0501870241316732,"FALSE","ENSG00000213654","63940","G protein signaling modulator 3"
"ENSG00000185442",285.636185853748,-3.58180665391563,1.13414871810669,-3.15814548544832,0.00158776297161879,0.0182577964321604,"TRUE","ENSG00000185442","400451","family with sequence similarity 174 member B"
"ENSG00000119917",257.486151761356,3.5798221571547,1.31359933863466,2.72520094359634,0.00642623632390623,0.055882630943052,"FALSE","ENSG00000119917","3437","interferon induced protein with tetratricopeptide repeats 3"
"ENSG00000118513",179.011169814472,-3.57572406880264,0.726755820285645,-4.92011755392235,8.64922488445801e-07,2.65032453028867e-05,"TRUE","ENSG00000118513","4602","MYB proto-oncogene, transcription factor"
"ENSG00000064300",37.6899722745647,3.57304302045705,1.20146881395257,2.97389576738369,0.00294044940295875,0.0301073331551727,"TRUE","ENSG00000064300","4804","nerve growth factor receptor"
"ENSG00000269226",23.5346160228926,3.5712813798256,1.16471412360895,3.06622999363975,0.00216776497441838,0.023714077817872,"TRUE","ENSG00000269226","286527","thymosin beta 15B"
"ENSG00000178773",156.455948729308,3.56389606536611,1.27460016790291,2.7960894366033,0.00517250842452821,0.0473076042835935,"TRUE","ENSG00000178773","27132","copine 7"
"ENSG00000115902",581.490962431029,-3.5608435947746,0.500522559825095,-7.11425194504502,1.12521441983657e-12,1.05556427586009e-10,"TRUE","ENSG00000115902","6509","solute carrier family 1 member 4"
"ENSG00000090339",547.903760059919,3.55593592777439,0.859636483393663,4.13655771534534,3.52554710411176e-05,0.000715852321308884,"TRUE","ENSG00000090339","3383","intercellular adhesion molecule 1"
"ENSG00000184232",660.630983533911,3.55448760753898,0.869460894200228,4.08815121099675,4.34824701103322e-05,0.00085900898599141,"TRUE","ENSG00000184232","220323","out at first homolog"
"ENSG00000137474",11.1835795153067,-3.55398038070006,1.12158663470931,-3.1687078560999,0.00153118218934094,0.0176897277994495,"TRUE","ENSG00000137474","4647","myosin VIIA"
"ENSG00000212864",72.4935584670318,-3.55066599415904,0.548397567722983,-6.47462024476488,9.50506916248627e-11,6.21047164888986e-09,"TRUE","ENSG00000212864","727800","ring finger protein 208"
"ENSG00000105357",682.735220383852,-3.54939302342571,1.47689020922579,-2.40328834279859,0.0162483699779352,0.113637079829025,"FALSE","ENSG00000105357","79784","myosin heavy chain 14"
"ENSG00000175183",112.622994218104,3.54664967886278,0.960526269888011,3.69240258184327,0.000222145445249022,0.00355941442425723,"TRUE","ENSG00000175183","1466","cysteine and glycine rich protein 2"
"ENSG00000164949",127.814600585873,3.5411644734417,1.25637932266504,2.8185472409162,0.00482415115898428,0.0446320365078038,"TRUE","ENSG00000164949","2669","GTP binding protein overexpressed in skeletal muscle"
"ENSG00000067445",40.8121783245134,3.53480609864124,1.49151499860082,2.36994338103018,0.0177908094471041,0.121936029483988,"FALSE","ENSG00000067445","7216","trophinin"
"ENSG00000107105",174.139906847294,3.52895901884425,1.00643770356199,3.50638594555284,0.000454236060299915,0.00655849692567169,"TRUE","ENSG00000107105","1993","ELAV like RNA binding protein 2"
"ENSG00000170561",3837.99500298853,3.52459650291438,1.75850017426655,2.00431967792351,NA,NA,NA,"ENSG00000170561","153572","iroquois homeobox 2"
"ENSG00000259705",5.77980768608671,3.52398586541295,1.51771502520499,2.32190220620435,0.0202382019997291,0.133486727625763,"FALSE","ENSG00000259705",NA,NA
"ENSG00000127329",40.01807027749,3.52363520581822,0.893225932174312,3.94484203704308,7.98526000460657e-05,0.00149152932143886,"TRUE","ENSG00000127329","5787","protein tyrosine phosphatase receptor type B"
"ENSG00000003436",635.745142674638,3.52331018048477,1.45214999574423,2.42627152209511,0.015254852350587,0.107902055885029,"FALSE","ENSG00000003436","7035","tissue factor pathway inhibitor"
"ENSG00000162552",31.8529692921276,-3.5226096161355,1.16272019602809,-3.02962796050925,0.00244855155061836,0.0261719144735733,"TRUE","ENSG00000162552","54361","Wnt family member 4"
"ENSG00000196155",373.875489484143,3.51789590370506,0.911443158017429,3.85969862493365,0.000113526949314785,0.00200254778347245,"TRUE","ENSG00000196155","25894","pleckstrin homology and RhoGEF domain containing G4"
"ENSG00000162616",358.151854048103,3.51636785371284,0.696124938261836,5.05134590134482,4.38707787528716e-07,1.444466895722e-05,"TRUE","ENSG00000162616","11080","DnaJ heat shock protein family (Hsp40) member B4"
"ENSG00000100219",7702.50739156199,-3.51573871851347,0.44745852834166,-7.85712752317686,3.93042649850799e-15,5.54619510612993e-13,"TRUE","ENSG00000100219","7494","X-box binding protein 1"
"ENSG00000132849",605.948488301558,-3.51083260371435,0.822412449263119,-4.26894389410089,1.96400658000024e-05,0.000431105862632209,"TRUE","ENSG00000132849","10207","PATJ crumbs cell polarity complex component"
"ENSG00000198155",30.6391973623935,-3.50480780125857,1.25778903145007,-2.78648303779369,0.00532834066226536,0.0484426076885544,"TRUE","ENSG00000198155","642280","zinc finger protein 876, pseudogene"
"ENSG00000197635",34.7991129722627,3.50466434537632,1.43308980678557,2.44553016062357,0.0144639350373559,0.103661287728246,"FALSE","ENSG00000197635","1803","dipeptidyl peptidase 4"
"ENSG00000120322",104.655319179842,-3.50267317243628,1.67745144499977,-2.08809213696005,0.0367895242099169,0.205375562012275,"FALSE","ENSG00000120322","56128","protocadherin beta 8"
"ENSG00000184384",184.844158352105,3.49926946487313,0.81018644025908,4.31909162013886,1.56672734377518e-05,0.000352188561668981,"TRUE","ENSG00000184384","84441","mastermind like transcriptional coactivator 2"
"ENSG00000170382",80.7417568901455,-3.49659855347803,1.08147718331956,-3.23316904638278,0.00122425095484009,0.0147896561393344,"TRUE","ENSG00000170382","10446","leucine rich repeat neuronal 2"
"ENSG00000131094",191.743686042452,3.4928773441009,0.986443369032898,3.54087974409042,0.000398795296706999,0.00588450845545161,"TRUE","ENSG00000131094","10882","complement C1q like 1"
"ENSG00000179913",36.1942722659667,-3.49173659365811,1.9473868722492,-1.79303693755787,0.0729670180067564,0.317485418656202,"FALSE","ENSG00000179913","10331","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3"
"ENSG00000143891",47.3137986465605,-3.49114979666864,1.43233005751594,-2.43739198123319,0.0147936333486936,0.105483945304145,"FALSE","ENSG00000143891","130589","galactose mutarotase"
"ENSG00000147234",36.5754554942584,-3.48802392493545,1.1647574517232,-2.99463542368851,0.00274773049958532,0.0286050158394524,"TRUE","ENSG00000147234","84443","FERM and PDZ domain containing 3"
"ENSG00000106031",22.1358498814922,3.48702207176298,1.298722829584,2.68496248185605,0.00725379483703304,0.061301320031937,"FALSE","ENSG00000106031","3209","homeobox A13"
"ENSG00000076864",234.347096831341,-3.48502083318817,1.02121656970751,-3.41261681073813,0.000643423451535756,0.00877690219186712,"TRUE","ENSG00000076864","5909","RAP1 GTPase activating protein"
"ENSG00000172965",165.871588660606,3.48379300335191,1.19964087874648,2.90402991851375,0.00368392954403034,0.0359445350978254,"TRUE","ENSG00000172965","541471","MIR4435-2 host gene"
"ENSG00000143631",18.6201030713302,3.48324976323671,1.15656844481786,3.01171087525674,0.00259779897109999,0.027400904725321,"TRUE","ENSG00000143631","2312","filaggrin"
"ENSG00000159899",36.3992663016389,3.48297194474412,1.48508098018703,2.34530775843987,0.0190113797594957,0.128075512886796,"FALSE","ENSG00000159899","4882","natriuretic peptide receptor 2"
"ENSG00000026652",260.783450122929,3.4826528518505,1.19023370648496,2.92602438737481,0.00343324022636525,0.0340134613868295,"TRUE","ENSG00000026652","56895","1-acylglycerol-3-phosphate O-acyltransferase 4"
"ENSG00000174791",380.528703522857,3.48076295159649,0.776838400636054,4.48067828359996,7.44061966869749e-06,0.000182132486117738,"TRUE","ENSG00000174791","9610","Ras and Rab interactor 1"
"ENSG00000172137",34.9778346779872,3.47978230067974,1.32966368911309,2.61703942821873,0.00886960953870768,0.0717084657554065,"FALSE","ENSG00000172137","794","calbindin 2"
"ENSG00000197385",41.800689260086,-3.47926333788483,1.21252369165152,-2.86943946896896,0.00411200029659791,0.0393664247323102,"TRUE","ENSG00000197385","344787","zinc finger protein 860"
"ENSG00000188732",40.7778823058002,-3.4779140027462,1.86247951353126,-1.86735691720554,0.0618517619580068,0.28963044807553,"FALSE","ENSG00000188732","340277","family with sequence similarity 221 member A"
"ENSG00000108679",1739.15285931855,3.4767434584658,1.22603508538841,2.83576179825584,0.00457165291064964,0.0427434274363189,"TRUE","ENSG00000108679","3959","galectin 3 binding protein"
"ENSG00000222041",119.67433158656,3.47627005639714,0.825755864323631,4.20980365576274,2.55592711451683e-05,0.000541136426758425,"TRUE","ENSG00000222041","112597","cytoskeleton regulator RNA"
"ENSG00000073282",261.833835781014,3.4749902455138,1.91782076377686,1.81194734729555,NA,NA,NA,"ENSG00000073282","8626","tumor protein p63"
"ENSG00000144115",150.631463394818,-3.47275928546654,1.22982159929061,-2.82379109902583,0.00474593066656071,0.0440053383505729,"TRUE","ENSG00000144115","55258","threonine synthase like 2"
"ENSG00000230091",46.8518093599099,-3.46982119545391,0.807569014659011,-4.29662497256536,1.73418217716929e-05,0.000384681467886747,"TRUE","ENSG00000230091",NA,NA
"ENSG00000255150",10.9836456240388,3.467288258778,1.38164752877949,2.50953169064828,0.0120891367622347,0.0909094422353087,"FALSE","ENSG00000255150","493861","EP300 interacting inhibitor of differentiation 3"
"ENSG00000163864",24.3387331489735,-3.46623585118978,1.25781639096841,-2.75575662400224,0.00585565495524591,0.0521081918433965,"FALSE","ENSG00000163864","349565","nicotinamide nucleotide adenylyltransferase 3"
"ENSG00000155380",1710.78141535321,3.46593323743989,1.11253747175613,3.11534067429564,0.00183732575414323,0.0206094683123401,"TRUE","ENSG00000155380","6566","solute carrier family 16 member 1"
"ENSG00000169184",57.7602578895012,3.46365352090511,0.921170374382602,3.76005744130294,0.000169874346936603,0.00282155680528951,"TRUE","ENSG00000169184","4330","MN1 proto-oncogene, transcriptional regulator"
"ENSG00000187013",22.0419858521608,-3.4633504360233,1.66331103866014,-2.08220251986854,0.0373239752143164,0.207319992430259,"FALSE","ENSG00000187013","388407","long intergenic non-protein coding RNA 2875"
"ENSG00000105976",1987.25340998638,3.45730678620414,1.07987981952341,3.20156625181676,0.00136682639793518,0.0162317884541213,"TRUE","ENSG00000105976","4233","MET proto-oncogene, receptor tyrosine kinase"
"ENSG00000110693",19.020557174122,-3.45125949354101,1.3036172051333,-2.64744856078215,0.00811016971327283,0.0667578283457242,"FALSE","ENSG00000110693","55553","SRY-box transcription factor 6"
"ENSG00000172985",60.406847012674,3.4512300262573,1.00399017471832,3.43751374581486,0.000587080920600965,0.00812048008132736,"TRUE","ENSG00000172985","344558","SH3 domain containing ring finger 3"
"ENSG00000182534",688.382128900021,3.44820785009596,1.0818111127312,3.18743984926392,0.00143538309921575,0.0168199253328897,"TRUE","ENSG00000182534","439921","matrix remodeling associated 7"
"ENSG00000006638",47.7479400949071,3.44790987844898,1.87841968574483,1.83553755564578,0.0664260798150131,0.301548183902055,"FALSE","ENSG00000006638","6915","thromboxane A2 receptor"
"ENSG00000175832",170.603006078079,3.44710380808097,1.02030548516206,3.37850169210201,0.000728819839355461,0.00965930761046322,"TRUE","ENSG00000175832","2118","ETS variant transcription factor 4"
"ENSG00000183722",220.698205720529,3.44703821943475,1.26338987291698,2.72840418728072,0.00636415752612613,0.0556308866104685,"FALSE","ENSG00000183722","10186","LHFPL tetraspan subfamily member 6"
"ENSG00000185332",10.1402546761161,-3.44627680708949,1.16745233792394,-2.95196360068794,0.00315760150279875,0.0319573789977608,"TRUE","ENSG00000185332","284186","TMEM105 long non-coding RNA"
"ENSG00000068078",254.227940911779,-3.44462879553643,0.904203910493548,-3.80957077884813,0.000139208251792828,0.00239016867495415,"TRUE","ENSG00000068078","2261","fibroblast growth factor receptor 3"
"ENSG00000168672",1467.81597967228,-3.44447502379319,0.880130221001194,-3.91359703553291,9.09313348144363e-05,0.00166694211157643,"TRUE","ENSG00000168672","157638","LRAT domain containing 2"
"ENSG00000065534",411.174422767915,3.44337237528221,0.793025476598218,4.34207030782036,1.41146346803274e-05,0.00032423111566629,"TRUE","ENSG00000065534","4638","myosin light chain kinase"
"ENSG00000131037",383.475731483691,-3.44276966656367,0.607794222491201,-5.66436721371354,1.47568084064881e-08,6.52095596741445e-07,"TRUE","ENSG00000131037","54869","EPS8 like 1"
"ENSG00000169604",1642.19555743794,3.43978370230978,0.4970843502281,6.91991952820753,4.51900274064381e-12,3.73144817941885e-10,"TRUE","ENSG00000169604","84168","ANTXR cell adhesion molecule 1"
"ENSG00000149294",55.4355638786469,3.43943946596543,1.41239486650999,2.43518264440047,0.0148842745970797,0.105950292087394,"FALSE","ENSG00000149294","4684","neural cell adhesion molecule 1"
"ENSG00000225556",13.4738137194705,-3.43343452587677,1.27498421009975,-2.69292317401181,0.00708285877810757,0.0601899618431085,"FALSE","ENSG00000225556","100191040","C2 calcium dependent domain containing 4D"
"ENSG00000198756",26.0662295804042,3.43210093044917,1.26502491586824,2.71306982763544,0.00666630576681485,0.0574348929894074,"FALSE","ENSG00000198756","23127","collagen beta(1-O)galactosyltransferase 2"
"ENSG00000232160",26.7641560944943,-3.43117253828846,1.11238363084111,-3.08452268008837,0.00203879064693406,0.0226125314024549,"TRUE","ENSG00000232160","101928578","RAP2C antisense RNA 1"
"ENSG00000104219",140.646155204474,3.4309104133011,1.00362476671285,3.41851907913581,0.000629629034241516,0.00863080060651718,"TRUE","ENSG00000104219","51201","zinc finger DHHC-type palmitoyltransferase 2"
"ENSG00000161249",139.206076026232,-3.4288252870478,0.952140074308701,-3.60117736829561,0.000316779362050018,0.00482700458034836,"TRUE","ENSG00000161249","93099","dermokine"
"ENSG00000060982",1098.69363014143,3.42796806892711,2.47935763990101,1.38260330569493,0.166786534914019,0.505994488577452,"FALSE","ENSG00000060982","586","branched chain amino acid transaminase 1"
"ENSG00000169026",66.9996702799591,-3.42717706445568,1.48070031554987,-2.31456495852976,NA,NA,NA,"ENSG00000169026","84179","solute carrier family 49 member 3"
"ENSG00000143416",589.850040722731,-3.42622590331082,1.7339583303658,-1.97595630950832,0.0481597257512218,0.245431901309413,"FALSE","ENSG00000143416","8991","selenium binding protein 1"
"ENSG00000129048",29.6067729435686,3.42501033486116,1.78028050964005,1.92385992899156,NA,NA,NA,"ENSG00000129048","51554","atypical chemokine receptor 4"
"ENSG00000155367",81.6276874384866,-3.42372894439842,0.871298587970331,-3.92945540331233,8.51384643122621e-05,0.00157797471603919,"TRUE","ENSG00000155367","333926","protein phosphatase, Mg2+/Mn2+ dependent 1J"
"ENSG00000271321",6.34642493857082,-3.42231536455666,1.53799958855928,-2.22517313399447,0.0260696176635059,0.161714451350422,"FALSE","ENSG00000271321","340307","CTAGE family member 6"
"ENSG00000183780",39.0666998993469,3.42189191171104,1.33974424623663,2.55413816579038,0.0106451006145467,0.0826410215069199,"FALSE","ENSG00000183780","148641","solute carrier family 35 member F3"
"ENSG00000243649",396.18198691304,3.42180279983739,1.20381674581953,2.84246153886811,0.00447666321591804,0.0420896577389114,"TRUE","ENSG00000243649","629","complement factor B"
"ENSG00000120658",125.55885391103,3.42163489793357,1.07049205904945,3.19631973820696,0.00139192771092281,0.0164716350400394,"TRUE","ENSG00000120658","55068","ecto-NOX disulfide-thiol exchanger 1"
"ENSG00000107485",3081.31855049122,-3.42088786938657,1.16779544647378,-2.92935537616294,0.00339665836238062,0.0337895066475683,"TRUE","ENSG00000107485","2625","GATA binding protein 3"
"ENSG00000157827",800.932359481686,3.4172133992754,0.732073841747286,4.66785343828066,3.04362881553696e-06,8.26720636923853e-05,"TRUE","ENSG00000157827","114793","formin like 2"
"ENSG00000166106",91.3114718216382,3.41379868857457,0.718680967363247,4.7500891822687,2.03326958938071e-06,5.78689202455608e-05,"TRUE","ENSG00000166106","170689","ADAM metallopeptidase with thrombospondin type 1 motif 15"
"ENSG00000008323",106.823721171839,-3.41251200743761,0.786139215748278,-4.3408494819705,1.41932927998301e-05,0.000325592585648561,"TRUE","ENSG00000008323","55200","pleckstrin homology and RhoGEF domain containing G6"
"ENSG00000167723",34.7120840153825,-3.41224817898335,1.57415623891849,-2.16766804629743,0.0301839523454919,0.178908904971938,"FALSE","ENSG00000167723","162514","transient receptor potential cation channel subfamily V member 3"
"ENSG00000237476",12.4554589185426,-3.41097185954751,1.28150560677558,-2.66169093721714,0.00777492306245482,0.0647280654758261,"FALSE","ENSG00000237476","101928891","long intergenic non-protein coding RNA 1637"
"ENSG00000148677",56.1913047312624,3.40831532114204,1.70278006670806,2.0016180526069,NA,NA,NA,"ENSG00000148677","27063","ankyrin repeat domain 1"
"ENSG00000173546",253.099842896606,3.40635338461839,0.900538473127232,3.78257396687274,0.000155214948348761,0.00261421204881885,"TRUE","ENSG00000173546","1464","chondroitin sulfate proteoglycan 4"
"ENSG00000267127",9.93711332511381,-3.40557699765099,1.42022936158068,-2.39790634511363,0.0164890806046301,0.114899678916614,"FALSE","ENSG00000267127",NA,NA
"ENSG00000230847",19.6289955014894,-3.40373882555294,0.866388949299326,-3.92864986136496,8.54241100318619e-05,0.00158152332486772,"TRUE","ENSG00000230847",NA,NA
