,MCF7_count,T47D_count,BT-474_count,BT-549_count,HBL-100_count,SUM-159159_count
ENSG00000259788,0,0,0,0,8,0
ENSG00000169813,3959,6290,4130,4617,2340,2133
ENSG00000259784,6,6,7,7,23,5
ENSG00000169811,0,0,0,0,0,0
ENSG00000259786,2,2,0,0,0,2
ENSG00000259781,1058,974,1191,953,701,944
ENSG00000259780,2,4,14,0,2,1
ENSG00000115694,916,521,1006,878,725,938
ENSG00000169814,278,177,122,212,257,221
ENSG00000105298,279,290,343,501,591,326
ENSG00000048471,379,219,518,170,295,264
ENSG00000105290,124,275,142,936,357,63
ENSG00000185127,906,604,269,329,376,549
ENSG00000109736,791,1042,511,584,378,855
ENSG00000109738,1,144,47,25,73,267
ENSG00000066933,476,512,819,290,993,388
ENSG00000229558,0,0,0,0,8,2
ENSG00000169035,0,0,0,0,1,0
ENSG00000090776,160,31,84,571,237,498
ENSG00000229553,0,0,0,0,0,0
ENSG00000227274,0,0,0,0,0,0
ENSG00000250174,0,0,2,0,0,1
ENSG00000213585,4933,3211,3575,4018,2726,3548
ENSG00000138696,795,8,16,52,1,24
ENSG00000213587,0,0,0,1,1,0
ENSG00000267659,0,0,1,0,0,0
ENSG00000267656,0,1,0,0,0,0
ENSG00000213588,69,189,205,79,73,105
ENSG00000267654,0,0,0,0,0,0
ENSG00000105122,3,4,18,0,0,0
ENSG00000014216,2012,3147,4046,945,2117,2638
ENSG00000267653,0,0,0,0,0,0
ENSG00000105127,773,328,967,596,613,337
ENSG00000267651,0,1,0,0,0,9
ENSG00000258782,0,0,0,0,0,0
ENSG00000258783,0,1,0,0,0,0
ENSG00000258780,0,0,1,0,0,0
ENSG00000258781,0,0,0,0,0,0
ENSG00000258786,0,0,0,0,0,0
ENSG00000258787,0,0,1,0,0,0
ENSG00000258784,0,0,0,1,0,0
ENSG00000261178,0,0,0,0,0,0
ENSG00000224486,0,0,0,0,0,0
ENSG00000258788,1,0,0,4,3,1
ENSG00000258789,0,4,0,0,9,6
ENSG00000186564,60,131,33,79,55,63
ENSG00000186566,572,808,604,687,884,698
ENSG00000186567,39,19,125,8,102,90
ENSG00000235969,0,0,0,0,0,0
ENSG00000235968,0,0,0,0,1,0
ENSG00000235967,0,0,0,0,0,0
ENSG00000235965,0,0,0,0,0,0
ENSG00000235964,1,0,0,0,0,0
ENSG00000235963,0,0,0,0,0,1
ENSG00000235962,0,0,1,0,0,0
ENSG00000235961,0,0,15,65,0,0
ENSG00000133318,2396,3986,4386,1892,1388,1958
ENSG00000133317,0,1,0,1,1,0
ENSG00000133316,516,625,472,378,229,271
ENSG00000133315,576,645,1021,140,182,171
ENSG00000133313,1347,1677,1252,485,157,650
ENSG00000242561,0,0,0,0,0,0
ENSG00000213211,1,1,0,0,0,0
ENSG00000100519,1192,1195,863,655,917,395
ENSG00000242562,4,1,0,1,0,0
ENSG00000242565,0,0,0,0,0,0
ENSG00000253006,0,0,0,0,0,0
ENSG00000213210,0,0,0,0,0,0
ENSG00000242568,0,0,0,0,0,0
ENSG00000261173,2,1,1,2,1,1
ENSG00000282815,0,3,0,0,0,0
ENSG00000223889,0,0,0,0,0,0
ENSG00000213212,2,9,5,4,0,5
ENSG00000223883,0,0,0,0,0,0
ENSG00000261175,0,0,0,0,0,0
ENSG00000223881,0,0,0,0,0,0
ENSG00000108064,765,1153,1025,1089,1116,654
ENSG00000223886,0,6,0,0,3,1
ENSG00000108061,721,1399,652,390,459,565
ENSG00000261174,0,0,0,0,0,0
ENSG00000213216,0,1,0,0,4,0
ENSG00000181938,327,262,206,335,573,194
ENSG00000250266,0,0,0,0,0,1
ENSG00000181935,0,0,0,0,0,0
ENSG00000257932,0,0,0,0,0,0
ENSG00000256433,15,2,9,12,12,34
ENSG00000256436,7,2,1,0,0,5
ENSG00000260388,1,1,1,2,0,0
ENSG00000260385,0,0,0,0,0,0
ENSG00000260387,0,0,0,0,0,0
ENSG00000260386,1,0,7,0,1,0
ENSG00000260381,3,0,1,1,2,0
ENSG00000211804,0,0,0,0,0,0
ENSG00000260382,3,0,1,0,0,1
ENSG00000217004,0,0,2,0,0,0
ENSG00000007516,72,137,31,3,152,18
ENSG00000216352,0,0,0,0,0,1
ENSG00000216359,1,0,0,0,0,2
ENSG00000054654,3518,4716,4644,2649,2621,5136
ENSG00000228239,0,0,0,0,0,0
ENSG00000228238,0,0,0,1,0,0
ENSG00000223229,0,0,0,0,0,0
ENSG00000228235,0,0,0,0,0,0
ENSG00000228234,0,0,0,0,0,0
ENSG00000228237,3,2,2,2,4,0
ENSG00000228236,1,1,0,1,0,1
ENSG00000223223,0,0,0,0,0,0
ENSG00000228232,1609,389,634,1399,753,1360
ENSG00000255304,4,0,0,0,0,0
ENSG00000107562,787,3819,336,2,670,1688
ENSG00000107560,342,189,98,171,288,459
ENSG00000107566,502,833,334,1038,751,714
ENSG00000239198,1,0,0,0,0,1
ENSG00000239199,0,0,0,0,0,0
ENSG00000218586,4,2,3,4,8,1
ENSG00000211808,0,0,0,0,0,0
ENSG00000218582,5,2,2,4,3,5
ENSG00000196539,1,1,0,0,0,0
ENSG00000196534,0,0,0,0,0,0
ENSG00000196535,1072,1379,1048,1455,1428,1491
ENSG00000125304,2135,3865,2259,1896,1711,1866
ENSG00000189252,1,0,0,0,2,1
ENSG00000150722,6,3,1,1,0,24
ENSG00000103260,2226,439,267,158,870,521
ENSG00000187080,1,0,1,0,0,0
ENSG00000239440,0,0,0,0,0,0
ENSG00000239443,0,0,0,0,1,0
ENSG00000140319,2192,3088,2115,1521,2009,2058
ENSG00000239445,0,0,0,0,0,17
ENSG00000239446,0,0,0,0,0,0
ENSG00000229048,0,0,1,0,1,0
ENSG00000271871,0,0,5,0,0,0
ENSG00000205978,8,386,96,2,2,1
ENSG00000013364,64,112,871,1567,1481,3211
ENSG00000247049,1,0,0,0,0,0
ENSG00000205971,0,0,0,0,0,0
ENSG00000205976,0,0,0,0,0,0
ENSG00000270002,0,0,1,0,4,0
ENSG00000187082,0,0,0,0,1,0
ENSG00000185133,233,350,587,38,178,96
ENSG00000185130,6,4,4,1,4,0
ENSG00000118058,6829,2194,1368,1093,1999,3731
ENSG00000229549,0,0,0,0,0,0
ENSG00000229544,5,21,0,0,0,1
ENSG00000152380,35,37,6,20,15,15
ENSG00000169020,82,123,76,128,122,110
ENSG00000229547,0,0,0,0,0,0
ENSG00000169026,9,399,5,2,21,11
ENSG00000229541,0,0,0,0,0,0
ENSG00000229542,0,0,0,0,0,0
ENSG00000229543,0,0,0,0,0,0
ENSG00000261166,0,0,0,0,0,0
ENSG00000261167,19,20,66,45,20,14
ENSG00000213204,50,25,66,66,6,74
ENSG00000213205,8,6,3,2,10,7
ENSG00000213203,0,0,0,0,0,0
ENSG00000213201,0,0,0,0,0,0
ENSG00000253516,0,0,0,0,0,0
ENSG00000261168,0,8,5,3,6,1
ENSG00000213209,0,0,0,0,0,0
ENSG00000250997,0,0,1,0,0,0
ENSG00000250995,11,12,12,9,4,12
ENSG00000250994,0,0,0,0,0,1
ENSG00000250993,0,0,0,0,0,1
ENSG00000250992,0,0,0,0,0,0
ENSG00000243939,0,0,0,0,0,0
ENSG00000250990,0,1,5,1,1,2
ENSG00000250999,7,12,10,0,8,8
ENSG00000255312,0,0,0,0,1,1
ENSG00000255313,0,0,0,0,0,0
ENSG00000255310,6,0,0,6,33,26
ENSG00000255311,0,0,0,0,0,0
ENSG00000255316,0,0,0,0,0,0
ENSG00000255317,0,0,0,0,2,0
ENSG00000255314,0,2,0,0,2,0
ENSG00000255315,1,0,0,0,0,0
ENSG00000255318,0,0,4,0,6,0
ENSG00000255319,0,0,0,0,0,0
ENSG00000160883,1,1,0,0,0,1
ENSG00000160882,1,0,0,0,0,1
ENSG00000232284,1,4,7,10,13,13
ENSG00000160886,16,0,2,1434,1489,474
ENSG00000160888,1557,408,925,950,881,618
ENSG00000232282,0,0,0,0,0,0
ENSG00000106384,1,0,0,1,1,0
ENSG00000102802,0,0,0,0,4,1
ENSG00000143858,1,3,3,0,11,6
ENSG00000143669,122,226,129,460,1320,450
ENSG00000102805,100,187,89,327,163,362
ENSG00000102804,951,587,1218,1879,831,2733
ENSG00000167355,0,3,0,0,0,26
ENSG00000263797,0,0,0,0,0,0
ENSG00000280502,9,10,3,2,7,3
ENSG00000242019,0,0,1,0,0,1
ENSG00000272617,6,0,0,0,0,0
ENSG00000281674,0,0,0,0,0,0
ENSG00000225314,0,0,0,0,0,0
ENSG00000281676,0,0,0,0,0,0
ENSG00000156711,277,1412,1539,7,44,22
ENSG00000225311,0,0,0,1,0,0
ENSG00000225310,0,0,0,0,0,0
ENSG00000225313,22,21,18,60,44,69
ENSG00000233455,0,0,0,0,0,0
ENSG00000143850,685,903,725,19,117,391
ENSG00000198523,3,0,0,0,0,0
ENSG00000178904,553,346,442,413,464,565
ENSG00000233454,0,0,0,0,1,0
ENSG00000106399,852,575,339,171,502,391
ENSG00000198520,11,14,7,10,18,4
ENSG00000168374,1653,1551,1045,2343,5449,2296
ENSG00000241058,125,95,124,74,106,80
ENSG00000241059,0,0,0,1,4,0
ENSG00000268439,77,31,58,32,11,21
ENSG00000268438,0,0,0,1,0,0
ENSG00000268433,0,0,0,0,0,0
ENSG00000244020,0,0,0,0,0,0
ENSG00000244021,3,0,0,2,0,0
ENSG00000244026,147,91,58,122,166,118
ENSG00000244024,0,0,0,0,0,0
ENSG00000198625,773,616,242,433,382,303
ENSG00000233457,1,0,0,1,1,1
ENSG00000003989,1829,0,658,2,42,557
ENSG00000242017,6,16,7,15,8,5
ENSG00000157388,277,447,224,6,1,2
ENSG00000003987,45,14,16,32,14,35
ENSG00000227538,0,0,0,0,0,0
ENSG00000204764,144,93,31,192,252,65
ENSG00000204767,0,0,0,133,217,152
ENSG00000234709,4,1,0,3,0,0
ENSG00000100601,286,345,216,221,213,110
ENSG00000120156,1,1,1,5,0,2
ENSG00000255860,0,0,3,0,0,0
ENSG00000255863,0,0,0,0,0,0
ENSG00000255864,0,0,0,0,0,1
ENSG00000161558,236,81,104,51,253,68
ENSG00000279208,2,9,0,0,0,2
ENSG00000255867,23,36,29,86,59,4
ENSG00000279206,0,4,0,1,0,4
ENSG00000131931,208,211,101,187,134,90
ENSG00000279204,0,1,0,2,1,4
ENSG00000100604,3,2,8,2,0,1
ENSG00000279202,0,0,0,0,0,0
ENSG00000091140,1238,1107,2282,1074,1256,1088
ENSG00000279200,0,0,0,0,0,0
ENSG00000009844,890,784,411,986,591,651
ENSG00000254199,0,0,0,0,0,0
ENSG00000254198,8,35,14,29,4,14
ENSG00000226668,0,1,0,0,1,1
ENSG00000164975,323,527,210,518,345,459
ENSG00000226664,0,0,0,0,0,0
ENSG00000226665,0,0,0,0,1,0
ENSG00000226666,21,45,32,19,23,23
ENSG00000147573,4,3,0,6,0,3
ENSG00000226660,0,0,0,0,1,0
ENSG00000226661,1,0,0,1,0,0
ENSG00000254195,0,0,1,0,0,0
ENSG00000254194,0,0,0,0,0,0
ENSG00000158008,2,23,2,3,12,1
ENSG00000226157,0,0,0,0,0,0
ENSG00000183269,1,0,0,0,1,0
ENSG00000276633,0,0,0,0,6,6
ENSG00000167825,0,0,0,0,0,0
ENSG00000182134,681,605,245,173,106,36
ENSG00000183260,0,0,0,0,0,0
ENSG00000158006,186,316,284,213,83,219
ENSG00000225323,0,0,0,0,0,0
ENSG00000197428,0,1,0,2,0,0
ENSG00000276637,0,0,1,0,0,0
ENSG00000173818,116,325,215,55,217,108
ENSG00000176732,4,21,0,0,6,8
ENSG00000233909,0,0,0,0,0,0
ENSG00000157965,1,0,0,1,0,0
ENSG00000173810,0,0,0,0,0,0
ENSG00000173811,0,2,2,1,0,4
ENSG00000233901,13,14,4,1,29,9
ENSG00000233900,0,0,0,0,0,0
ENSG00000233907,0,0,0,0,0,0
ENSG00000233906,0,1,0,0,0,0
ENSG00000233905,2,4,1,0,1,0
ENSG00000184029,0,8,0,0,0,1
ENSG00000230026,0,0,1,0,0,0
ENSG00000165462,0,0,0,0,1,0
ENSG00000214922,46,7,6,0,96,44
ENSG00000129625,1716,2232,1397,884,699,1022
ENSG00000230020,0,0,0,0,0,0
ENSG00000233325,5,5,2,3,3,7
ENSG00000236136,0,0,0,0,0,2
ENSG00000205494,0,0,0,1,0,2
ENSG00000205495,0,0,0,0,2,1
ENSG00000205496,0,0,0,1,0,1
ENSG00000205497,0,1,0,0,1,0
ENSG00000173231,0,0,0,0,0,0
ENSG00000011451,2004,903,1901,1022,919,779
ENSG00000233321,0,2,0,0,0,1
ENSG00000254739,6,8,0,0,0,0
ENSG00000011454,1403,1927,2799,1037,622,735
ENSG00000254737,0,0,0,0,1,1
ENSG00000254736,0,0,0,0,0,0
ENSG00000254735,0,0,0,0,0,0
ENSG00000254734,0,0,0,0,0,0
ENSG00000254733,0,0,0,0,0,0
ENSG00000254732,0,2,2,1,2,1
ENSG00000254731,0,0,0,0,0,0
ENSG00000254730,0,0,0,0,0,0
ENSG00000253338,0,0,0,0,1,0
ENSG00000253339,0,0,0,0,0,0
ENSG00000090238,297,115,195,72,95,131
ENSG00000129197,209,338,360,266,266,119
ENSG00000129194,17,8,412,42,25,7
ENSG00000129195,211,254,318,1046,505,212
ENSG00000253332,0,0,0,0,0,0
ENSG00000240827,0,0,0,0,0,0
ENSG00000253330,4,8,4,16,73,15
ENSG00000253331,0,0,0,0,0,0
ENSG00000253336,1,2,0,1,0,1
ENSG00000240823,1,0,0,0,2,0
ENSG00000234585,59,53,75,15,27,44
ENSG00000240821,2,6,6,2,10,2
ENSG00000257429,0,0,0,0,0,0
ENSG00000205143,7,24,1,0,2,1
ENSG00000173239,0,9,6,1,0,5
ENSG00000159352,3260,1990,921,1590,1331,947
ENSG00000235444,0,0,0,0,0,0
ENSG00000235445,0,0,0,0,0,0
ENSG00000235446,0,0,0,0,0,0
ENSG00000197191,44,48,42,9,66,15
ENSG00000232492,0,0,0,0,0,0
ENSG00000121297,13,2,3,3,199,189
ENSG00000234333,0,0,0,0,0,0
ENSG00000128573,1,28,107,0,0,22
ENSG00000178295,847,523,539,311,655,319
ENSG00000058063,1266,349,1111,594,1375,1433
ENSG00000128578,39,119,61,131,569,339
ENSG00000120742,3795,1389,4314,1968,1452,1864
ENSG00000282591,0,0,0,0,0,0
ENSG00000144214,5,2,18,11,1,4
ENSG00000176945,45,58,81,0,2,2
ENSG00000273141,0,0,0,0,7,0
ENSG00000176946,690,615,593,567,456,556
ENSG00000174891,481,641,396,343,335,382
ENSG00000170734,278,485,269,349,390,333
ENSG00000178125,3,10,6,10,1,4
ENSG00000174898,1,0,2,1,6,1
ENSG00000178127,1642,719,1266,465,443,813
ENSG00000258917,0,3,0,3,0,3
ENSG00000124915,0,0,0,0,0,0
ENSG00000252355,0,0,0,0,0,0
ENSG00000075415,5959,7273,1600,4753,4036,5908
ENSG00000075413,1170,1099,1154,843,785,1113
ENSG00000256771,303,147,220,89,4,0
ENSG00000256774,0,0,0,0,0,0
ENSG00000256777,0,0,1,0,0,1
ENSG00000243027,0,0,0,0,0,0
ENSG00000243025,0,0,0,0,0,1
ENSG00000160145,137,47,96,11,106,2
ENSG00000243023,1,1,1,1,1,1
ENSG00000243022,0,0,0,0,1,1
ENSG00000243020,8,4,1,0,0,0
ENSG00000252350,0,0,0,0,0,0
ENSG00000267609,0,0,0,0,1,1
ENSG00000248905,283,1324,451,47,79,54
ENSG00000248907,0,0,0,0,0,0
ENSG00000248901,0,0,0,0,0,0
ENSG00000248903,0,0,0,0,0,0
ENSG00000248909,0,1,0,3,0,1
ENSG00000248908,0,0,0,0,0,0
ENSG00000235710,0,0,0,0,0,1
ENSG00000241886,1,1,1,0,3,4
ENSG00000277315,0,0,0,0,0,0
ENSG00000277313,0,0,0,0,0,0
ENSG00000241881,0,0,0,0,0,0
ENSG00000277311,0,2,0,1,0,0
ENSG00000241889,2,14,5,15,17,7
ENSG00000241888,0,0,0,0,0,0
ENSG00000274954,0,0,0,0,0,0
ENSG00000274956,0,0,0,0,0,0
ENSG00000274959,0,0,1,0,0,0
ENSG00000234112,1,1,1,0,0,0
ENSG00000219565,0,0,1,1,2,1
ENSG00000244031,0,0,0,0,0,0
ENSG00000134982,184,232,122,311,174,243
ENSG00000259755,0,0,0,0,0,13
ENSG00000134987,471,595,423,806,490,601
ENSG00000134986,110,302,68,286,69,569
ENSG00000171067,428,320,588,407,971,450
ENSG00000171060,0,0,2,0,2,1
ENSG00000257595,0,0,0,0,0,0
ENSG00000231672,6,7,26,1,1,5
ENSG00000231671,0,1,0,0,0,2
ENSG00000175764,68,44,126,53,100,41
ENSG00000175766,4,5,0,0,1,0
ENSG00000231674,0,0,0,0,0,0
ENSG00000175768,495,385,275,1543,562,296
ENSG00000265514,0,0,0,0,0,0
ENSG00000135052,305,1958,606,3208,2317,1447
ENSG00000082482,1191,679,2,113,8,101
ENSG00000176490,4,4,181,367,304,21
ENSG00000176495,0,0,0,0,0,1
ENSG00000177728,1606,782,980,493,955,778
ENSG00000237639,0,0,0,0,0,0
ENSG00000237638,0,0,0,0,0,0
ENSG00000237635,0,0,0,0,0,0
ENSG00000237637,1,1,0,2,4,0
ENSG00000177721,189,14,31,33,16,28
ENSG00000237631,0,0,0,0,0,0
ENSG00000237630,0,0,0,0,0,0
ENSG00000237633,0,0,0,0,0,0
ENSG00000177725,0,0,2,0,0,3
ENSG00000240596,0,0,1,0,0,0
ENSG00000089876,653,387,385,380,585,679
ENSG00000240590,0,0,3,0,0,0
ENSG00000240591,5,1,3,1,0,1
ENSG00000197023,1,0,0,0,0,1
ENSG00000253859,0,0,0,0,0,0
ENSG00000253858,0,0,0,0,0,0
ENSG00000253857,0,0,1,0,0,0
ENSG00000253855,0,0,0,0,0,0
ENSG00000253854,25,18,52,13,9,22
ENSG00000253853,0,0,0,0,0,0
ENSG00000253852,0,0,1,0,0,0
ENSG00000253851,0,0,0,0,0,0
ENSG00000115902,926,901,1572,78,84,98
ENSG00000259814,0,0,0,0,0,0
ENSG00000248271,0,0,0,0,0,4
ENSG00000071889,756,272,355,441,330,247
ENSG00000259810,3,0,13,0,0,0
ENSG00000115904,887,499,634,829,451,726
ENSG00000248279,0,0,0,0,0,0
ENSG00000248278,11,3,16,4,3,3
ENSG00000259819,0,0,0,0,0,0
ENSG00000259818,1,1,2,0,11,2
ENSG00000240040,0,0,0,0,0,1
ENSG00000214132,5,3,5,2,3,4
ENSG00000214135,378,800,398,190,257,285
ENSG00000240045,0,0,0,0,0,0
ENSG00000240047,0,0,0,0,0,0
ENSG00000240048,4,19,3,16,12,4
ENSG00000176239,0,0,0,0,0,1
ENSG00000176236,2,7,2,1,0,0
ENSG00000020219,1,1,2,0,2,1
ENSG00000176232,0,0,0,0,0,0
ENSG00000176231,0,1,0,1,0,0
ENSG00000176230,0,0,1,0,0,0
ENSG00000278928,0,0,0,0,0,0
ENSG00000278929,0,0,0,0,0,0
ENSG00000278924,0,0,0,0,0,0
ENSG00000278925,0,0,0,0,0,0
ENSG00000132204,34,44,0,1,0,20
ENSG00000132205,8,0,0,227,41,0
ENSG00000278920,0,0,0,1,0,0
ENSG00000278921,8,38,15,0,0,0
ENSG00000278922,26,15,2,9,15,8
ENSG00000278923,0,0,0,0,0,0
ENSG00000272449,10,15,18,9,5,7
ENSG00000222376,0,0,0,0,0,0
ENSG00000272440,1,2,2,2,1,0
ENSG00000272443,0,0,0,0,0,0
ENSG00000272442,1,0,3,2,11,3
ENSG00000272444,2,2,2,0,3,0
ENSG00000272447,67,88,34,38,40,42
ENSG00000148204,5,6,5,1,8,1
ENSG00000144554,1420,1505,927,726,1573,884
ENSG00000269934,0,11,9,0,10,1
ENSG00000116459,3784,1965,1422,2231,1723,1399
ENSG00000144559,254,191,207,196,156,124
ENSG00000269936,0,0,0,0,0,4
ENSG00000237851,0,0,0,0,0,0
ENSG00000269930,2,3,0,0,0,1
ENSG00000116455,1566,877,415,1435,729,395
ENSG00000232149,4,4,3,5,8,4
ENSG00000137364,305,593,356,263,705,193
ENSG00000141002,1947,1169,857,841,2088,1092
ENSG00000172803,8,14,14,27,58,7
ENSG00000241319,0,1,1,0,0,1
ENSG00000241318,1,0,2,1,1,1
ENSG00000241317,0,0,0,1,0,0
ENSG00000241316,27,9,5,24,74,12
ENSG00000241313,10,7,6,5,23,8
ENSG00000262050,3,5,7,2,1,0
ENSG00000281439,0,0,0,0,0,0
ENSG00000239555,0,0,0,0,0,0
ENSG00000265458,7,9,4,3,19,4
ENSG00000265453,0,0,0,0,0,0
ENSG00000265451,2,0,2,0,0,2
ENSG00000274133,0,0,0,0,2,0
ENSG00000274135,0,0,0,1,0,2
ENSG00000274139,0,0,0,0,0,0
ENSG00000063587,549,89,184,279,371,233
ENSG00000101911,660,898,1367,756,1718,410
ENSG00000218748,1,0,0,1,1,0
ENSG00000218749,0,0,0,0,0,0
ENSG00000101916,1,8,3,0,1,0
ENSG00000269172,0,0,1,0,0,0
ENSG00000269177,1,1,1,1,0,1
ENSG00000269176,13,28,11,10,19,18
ENSG00000269179,0,0,0,0,0,0
ENSG00000180867,822,823,536,1029,1107,1027
ENSG00000061987,1443,1090,820,559,871,764
ENSG00000180861,0,0,1,1,0,1
ENSG00000180869,0,0,2,4,0,0
ENSG00000223635,0,0,0,0,7,0
ENSG00000151033,1,0,0,1,1,0
ENSG00000145781,220,258,236,84,59,183
ENSG00000145780,323,458,415,464,223,407
ENSG00000145782,544,455,298,586,300,401
ENSG00000223638,0,0,0,2,1,3
ENSG00000174408,0,0,0,0,0,0
ENSG00000235568,3,2,8,1,6,9
ENSG00000232719,0,0,0,0,3,2
ENSG00000232718,0,0,0,0,0,0
ENSG00000232715,0,0,0,0,0,0
ENSG00000174403,0,0,0,0,0,0
ENSG00000232717,0,0,1,0,0,1
ENSG00000235560,43,12,39,3,24,9
ENSG00000232710,2,1,2,1,4,2
ENSG00000232713,3,2,2,3,13,3
ENSG00000235564,0,0,0,0,0,0
ENSG00000197977,980,119,4,412,1216,0
ENSG00000197976,1144,656,815,551,884,1128
ENSG00000197971,386,21,204,18,0,11
ENSG00000226679,0,0,0,0,0,0
ENSG00000197978,88,193,168,127,140,84
ENSG00000236794,0,1,0,0,1,0
ENSG00000226677,0,3,1,1,1,0
ENSG00000117586,0,1,5,3,4,3
ENSG00000061676,3073,1870,3586,2055,2559,3169
ENSG00000204287,15,17,1,10,66,0
ENSG00000169228,259,305,453,216,563,304
ENSG00000204175,0,16,1,1,1,1
ENSG00000169220,6,152,39,61,189,109
ENSG00000169221,1276,1197,737,623,1474,828
ENSG00000169223,2002,1315,1257,2045,2570,1625
ENSG00000169224,0,0,0,0,2,7
ENSG00000224949,0,0,0,0,0,0
ENSG00000261364,0,0,0,0,0,0
ENSG00000089022,569,842,749,441,541,382
ENSG00000261366,5,4,21,6,0,23
ENSG00000261367,0,0,2,1,0,0
ENSG00000261360,21,7,14,2,42,14
ENSG00000261362,0,0,0,0,0,0
ENSG00000261363,0,0,0,0,0,0
ENSG00000270612,0,0,0,0,0,0
ENSG00000261368,0,0,2,0,0,0
ENSG00000261369,0,0,0,0,0,0
ENSG00000234384,0,0,0,0,0,0
ENSG00000234385,0,0,0,0,0,0
ENSG00000234386,0,0,0,0,0,0
ENSG00000234387,0,0,0,0,0,0
ENSG00000234380,0,4,2,0,1,7
ENSG00000234381,0,0,0,0,0,0
ENSG00000234382,0,1,0,0,0,1
ENSG00000234383,1,4,4,6,1,9
ENSG00000234388,0,0,0,0,0,0
ENSG00000087510,2095,1206,2216,90,434,633
ENSG00000107816,776,1816,1584,834,1822,1430
ENSG00000107815,277,375,272,346,257,188
ENSG00000117245,0,5,2,37,19,4
ENSG00000107819,383,432,265,271,702,1091
ENSG00000169592,595,466,522,626,809,417
ENSG00000224007,0,0,0,0,0,1
ENSG00000224004,1,1,1,1,1,0
ENSG00000224003,4,0,1,0,1,1
ENSG00000169594,16,0,0,0,626,650
ENSG00000224001,0,0,0,0,0,0
ENSG00000235387,0,0,0,6,3,3
ENSG00000169598,104,59,104,171,54,88
ENSG00000169599,137,259,270,155,618,276
ENSG00000146842,248,347,384,306,339,300
ENSG00000235381,9,30,10,15,11,30
ENSG00000269289,4,4,11,4,1,1
ENSG00000237557,0,0,1,0,0,0
ENSG00000264464,0,0,0,0,0,0
ENSG00000156564,4,5,22,0,1,0
ENSG00000106144,851,672,1326,606,766,334
ENSG00000177465,148,912,450,64,1,8
ENSG00000269281,0,0,0,0,0,0
ENSG00000224944,0,0,0,0,0,0
ENSG00000237551,0,0,0,0,0,0
ENSG00000220785,59,24,162,43,15,30
ENSG00000237553,0,0,0,0,0,0
ENSG00000118434,0,0,0,0,0,0
ENSG00000167881,1142,2150,948,959,1706,1131
ENSG00000118432,0,1,1,0,0,3
ENSG00000242971,0,0,0,0,0,0
ENSG00000229831,0,0,0,0,0,0
ENSG00000110148,0,0,1,0,2,1
ENSG00000102393,732,269,178,816,445,444
ENSG00000237558,0,0,0,0,0,0
ENSG00000181097,3,7,9,11,30,2
ENSG00000102390,242,140,207,399,312,155
ENSG00000181090,1805,1523,2225,1094,920,798
ENSG00000181092,0,16,0,0,0,0
ENSG00000143314,654,1089,478,600,434,356
ENSG00000143315,332,1040,554,112,228,267
ENSG00000168175,1470,1563,990,1425,2252,1120
ENSG00000134042,0,0,0,0,0,1
ENSG00000168172,802,1006,410,1500,485,925
ENSG00000277397,0,0,0,0,0,0
ENSG00000277171,0,0,0,0,0,0
ENSG00000143318,1,5,2,0,1,3
ENSG00000143319,1116,1513,692,582,770,487
ENSG00000229832,1,5,1,0,1,0
ENSG00000134049,490,385,811,528,377,576
ENSG00000225665,0,0,0,0,0,0
ENSG00000244229,0,0,0,1,0,0
ENSG00000166317,6,2,348,2,12,1
ENSG00000166311,140,161,234,258,837,534
ENSG00000166313,5,98,66,337,423,279
ENSG00000225662,1,1,0,1,1,1
ENSG00000244222,0,0,0,0,1,0
ENSG00000225669,0,0,0,0,0,0
ENSG00000244226,0,1,0,0,0,0
ENSG00000244227,0,0,4,0,0,0
ENSG00000229175,0,0,0,0,0,0
ENSG00000229177,0,0,0,0,0,0
ENSG00000078549,1,1,0,0,1,0
ENSG00000229173,0,0,0,0,0,0
ENSG00000229172,0,0,0,0,0,0
ENSG00000278949,14,14,11,0,4,3
ENSG00000229178,7,15,12,5,17,3
ENSG00000184575,5165,4774,3976,3370,2922,2363
ENSG00000184574,11,1,2,0,0,1
ENSG00000184571,1,1,1,2,23,2
ENSG00000269826,0,2,0,5,0,6
ENSG00000269825,97,199,124,82,96,17
ENSG00000269821,334,0,318,86,142,117
ENSG00000265337,0,0,0,0,0,0
ENSG00000265334,0,0,2,0,0,1
ENSG00000259800,0,0,0,0,0,0
ENSG00000188603,744,774,891,534,490,379
ENSG00000118298,17,54,6,9,27,15
ENSG00000263278,0,0,0,0,0,0
ENSG00000263279,0,0,0,0,0,0
ENSG00000157978,557,481,582,607,447,395
ENSG00000263276,23,69,78,8,7,7
ENSG00000118292,17,9,10,2,6,8
ENSG00000263271,0,0,0,0,0,0
ENSG00000263272,28,8,16,9,9,2
ENSG00000251108,0,0,0,0,0,0
ENSG00000102539,0,5,0,1,5,0
ENSG00000215301,2716,3030,5595,2759,3682,2220
ENSG00000251102,30,10,14,24,6,7
ENSG00000251101,0,0,0,0,0,0
ENSG00000215302,21,31,15,9,91,45
ENSG00000215305,314,513,538,108,653,425
ENSG00000251106,1,0,0,0,0,0
ENSG00000102531,522,525,384,859,779,1223
ENSG00000259378,10,1,1,1,0,0
ENSG00000259379,0,0,0,0,0,0
ENSG00000106852,1,41,6,10,1,1
ENSG00000106853,487,1038,297,355,505,210
ENSG00000115241,4012,2103,1594,2085,3266,1837
ENSG00000259370,3,12,6,2,2,7
